,Unnamed: 0,db_id,query,question,query_toks,query_toks_no_value,question_toks,HAVING,ORDER BY,GROUP BY,JOIN,SELECT
41,1106,match_season,"SELECT T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  ""Forward"" INTERSECT SELECT T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  ""Defender""",What are the names of countries that have both players with position forward and players with position defender?,"['SELECT' 'T1.Country_name' 'FROM' 'country' 'AS' 'T1' 'JOIN'
 'match_season' 'AS' 'T2' 'ON' 'T1.Country_id' '=' 'T2.Country' 'WHERE'
 'T2.Position' '=' '``' 'Forward' ""''"" 'INTERSECT' 'SELECT'
 'T1.Country_name' 'FROM' 'country' 'AS' 'T1' 'JOIN' 'match_season' 'AS'
 'T2' 'ON' 'T1.Country_id' '=' 'T2.Country' 'WHERE' 'T2.Position' '=' '``'
 'Defender' ""''""]","['select' 't1' '.' 'country_name' 'from' 'country' 'as' 't1' 'join'
 'match_season' 'as' 't2' 'on' 't1' '.' 'country_id' '=' 't2' '.'
 'country' 'where' 't2' '.' 'position' '=' 'value' 'intersect' 'select'
 't1' '.' 'country_name' 'from' 'country' 'as' 't1' 'join' 'match_season'
 'as' 't2' 'on' 't1' '.' 'country_id' '=' 't2' '.' 'country' 'where' 't2'
 '.' 'position' '=' 'value']","['What' 'are' 'the' 'names' 'of' 'countries' 'that' 'have' 'both'
 'players' 'with' 'position' 'forward' 'and' 'players' 'with' 'position'
 'defender' '?']",0,0,0,2,2
42,1107,match_season,"SELECT T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  ""Forward"" INTERSECT SELECT T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  ""Defender""","Return the names of countries that have players that play the Forward position, as well as players who play the Defender position.","['SELECT' 'T1.Country_name' 'FROM' 'country' 'AS' 'T1' 'JOIN'
 'match_season' 'AS' 'T2' 'ON' 'T1.Country_id' '=' 'T2.Country' 'WHERE'
 'T2.Position' '=' '``' 'Forward' ""''"" 'INTERSECT' 'SELECT'
 'T1.Country_name' 'FROM' 'country' 'AS' 'T1' 'JOIN' 'match_season' 'AS'
 'T2' 'ON' 'T1.Country_id' '=' 'T2.Country' 'WHERE' 'T2.Position' '=' '``'
 'Defender' ""''""]","['select' 't1' '.' 'country_name' 'from' 'country' 'as' 't1' 'join'
 'match_season' 'as' 't2' 'on' 't1' '.' 'country_id' '=' 't2' '.'
 'country' 'where' 't2' '.' 'position' '=' 'value' 'intersect' 'select'
 't1' '.' 'country_name' 'from' 'country' 'as' 't1' 'join' 'match_season'
 'as' 't2' 'on' 't1' '.' 'country_id' '=' 't2' '.' 'country' 'where' 't2'
 '.' 'position' '=' 'value']","['Return' 'the' 'names' 'of' 'countries' 'that' 'have' 'players' 'that'
 'play' 'the' 'Forward' 'position' ',' 'as' 'well' 'as' 'players' 'who'
 'play' 'the' 'Defender' 'position' '.']",0,0,0,2,2
43,1271,apartment_rentals,"SELECT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T1.booking_status_code  =  ""Confirmed"" INTERSECT SELECT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T1.booking_status_code  =  ""Provisional""","Which apartments have bookings with both status codes ""Provisional"" and ""Confirmed""? Give me the apartment numbers.","['SELECT' 'T2.apt_number' 'FROM' 'Apartment_Bookings' 'AS' 'T1' 'JOIN'
 'Apartments' 'AS' 'T2' 'ON' 'T1.apt_id' '=' 'T2.apt_id' 'WHERE'
 'T1.booking_status_code' '=' '``' 'Confirmed' ""''"" 'INTERSECT' 'SELECT'
 'T2.apt_number' 'FROM' 'Apartment_Bookings' 'AS' 'T1' 'JOIN' 'Apartments'
 'AS' 'T2' 'ON' 'T1.apt_id' '=' 'T2.apt_id' 'WHERE'
 'T1.booking_status_code' '=' '``' 'Provisional' ""''""]","['select' 't2' '.' 'apt_number' 'from' 'apartment_bookings' 'as' 't1'
 'join' 'apartments' 'as' 't2' 'on' 't1' '.' 'apt_id' '=' 't2' '.'
 'apt_id' 'where' 't1' '.' 'booking_status_code' '=' 'value' 'intersect'
 'select' 't2' '.' 'apt_number' 'from' 'apartment_bookings' 'as' 't1'
 'join' 'apartments' 'as' 't2' 'on' 't1' '.' 'apt_id' '=' 't2' '.'
 'apt_id' 'where' 't1' '.' 'booking_status_code' '=' 'value']","['Which' 'apartments' 'have' 'bookings' 'with' 'both' 'status' 'codes'
 '``' 'Provisional' ""''"" 'and' '``' 'Confirmed' ""''"" '?' 'Give' 'me' 'the'
 'apartment' 'numbers' '.']",0,0,0,2,2
44,1272,apartment_rentals,SELECT T1.apt_number FROM Apartments AS T1 JOIN View_Unit_Status AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.available_yn  =  0 INTERSECT SELECT T1.apt_number FROM Apartments AS T1 JOIN View_Unit_Status AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.available_yn  =  1,Show the apartment numbers of apartments with unit status availability of both 0 and 1.,"['SELECT' 'T1.apt_number' 'FROM' 'Apartments' 'AS' 'T1' 'JOIN'
 'View_Unit_Status' 'AS' 'T2' 'ON' 'T1.apt_id' '=' 'T2.apt_id' 'WHERE'
 'T2.available_yn' '=' '0' 'INTERSECT' 'SELECT' 'T1.apt_number' 'FROM'
 'Apartments' 'AS' 'T1' 'JOIN' 'View_Unit_Status' 'AS' 'T2' 'ON'
 'T1.apt_id' '=' 'T2.apt_id' 'WHERE' 'T2.available_yn' '=' '1']","['select' 't1' '.' 'apt_number' 'from' 'apartments' 'as' 't1' 'join'
 'view_unit_status' 'as' 't2' 'on' 't1' '.' 'apt_id' '=' 't2' '.' 'apt_id'
 'where' 't2' '.' 'available_yn' '=' 'value' 'intersect' 'select' 't1' '.'
 'apt_number' 'from' 'apartments' 'as' 't1' 'join' 'view_unit_status' 'as'
 't2' 'on' 't1' '.' 'apt_id' '=' 't2' '.' 'apt_id' 'where' 't2' '.'
 'available_yn' '=' 'value']","['Show' 'the' 'apartment' 'numbers' 'of' 'apartments' 'with' 'unit'
 'status' 'availability' 'of' 'both' '0' 'and' '1' '.']",0,0,0,2,2
45,1282,game_injury,"SELECT T1.id ,  T1.name FROM stadium AS T1 JOIN game AS T2 ON T1.id  =  T2.stadium_id JOIN injury_accident AS T3 ON T2.id  =  T3.game_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1",What are the id and name of the stadium where the most injury accidents happened?,"['SELECT' 'T1.id' ',' 'T1.name' 'FROM' 'stadium' 'AS' 'T1' 'JOIN' 'game'
 'AS' 'T2' 'ON' 'T1.id' '=' 'T2.stadium_id' 'JOIN' 'injury_accident' 'AS'
 'T3' 'ON' 'T2.id' '=' 'T3.game_id' 'GROUP' 'BY' 'T1.id' 'ORDER' 'BY'
 'count' '(' '*' ')' 'DESC' 'LIMIT' '1']","['select' 't1' '.' 'id' ',' 't1' '.' 'name' 'from' 'stadium' 'as' 't1'
 'join' 'game' 'as' 't2' 'on' 't1' '.' 'id' '=' 't2' '.' 'stadium_id'
 'join' 'injury_accident' 'as' 't3' 'on' 't2' '.' 'id' '=' 't3' '.'
 'game_id' 'group' 'by' 't1' '.' 'id' 'order' 'by' 'count' '(' '*' ')'
 'desc' 'limit' 'value']","['What' 'are' 'the' 'id' 'and' 'name' 'of' 'the' 'stadium' 'where' 'the'
 'most' 'injury' 'accidents' 'happened' '?']",0,1,1,2,1
46,1283,game_injury,"SELECT T1.id ,  T1.name FROM stadium AS T1 JOIN game AS T2 ON T1.id  =  T2.stadium_id JOIN injury_accident AS T3 ON T2.id  =  T3.game_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1",Find the id and name of the stadium where the largest number of injury accidents occurred.,"['SELECT' 'T1.id' ',' 'T1.name' 'FROM' 'stadium' 'AS' 'T1' 'JOIN' 'game'
 'AS' 'T2' 'ON' 'T1.id' '=' 'T2.stadium_id' 'JOIN' 'injury_accident' 'AS'
 'T3' 'ON' 'T2.id' '=' 'T3.game_id' 'GROUP' 'BY' 'T1.id' 'ORDER' 'BY'
 'count' '(' '*' ')' 'DESC' 'LIMIT' '1']","['select' 't1' '.' 'id' ',' 't1' '.' 'name' 'from' 'stadium' 'as' 't1'
 'join' 'game' 'as' 't2' 'on' 't1' '.' 'id' '=' 't2' '.' 'stadium_id'
 'join' 'injury_accident' 'as' 't3' 'on' 't2' '.' 'id' '=' 't3' '.'
 'game_id' 'group' 'by' 't1' '.' 'id' 'order' 'by' 'count' '(' '*' ')'
 'desc' 'limit' 'value']","['Find' 'the' 'id' 'and' 'name' 'of' 'the' 'stadium' 'where' 'the'
 'largest' 'number' 'of' 'injury' 'accidents' 'occurred' '.']",0,1,1,2,1
47,1288,game_injury,SELECT T2.name FROM game AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.id JOIN injury_accident AS T3 ON T1.id  =  T3.game_id WHERE T3.player  =  'Walter Samuel' INTERSECT SELECT T2.name FROM game AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.id JOIN injury_accident AS T3 ON T1.id  =  T3.game_id WHERE T3.player  =  'Thiago Motta',List the name of the stadium where both the player 'Walter Samuel' and the player 'Thiago Motta' got injured.,"['SELECT' 'T2.name' 'FROM' 'game' 'AS' 'T1' 'JOIN' 'stadium' 'AS' 'T2'
 'ON' 'T1.stadium_id' '=' 'T2.id' 'JOIN' 'injury_accident' 'AS' 'T3' 'ON'
 'T1.id' '=' 'T3.game_id' 'WHERE' 'T3.player' '=' ""'Walter"" 'Samuel' ""'""
 'INTERSECT' 'SELECT' 'T2.name' 'FROM' 'game' 'AS' 'T1' 'JOIN' 'stadium'
 'AS' 'T2' 'ON' 'T1.stadium_id' '=' 'T2.id' 'JOIN' 'injury_accident' 'AS'
 'T3' 'ON' 'T1.id' '=' 'T3.game_id' 'WHERE' 'T3.player' '=' ""'Thiago""
 'Motta' ""'""]","['select' 't2' '.' 'name' 'from' 'game' 'as' 't1' 'join' 'stadium' 'as'
 't2' 'on' 't1' '.' 'stadium_id' '=' 't2' '.' 'id' 'join'
 'injury_accident' 'as' 't3' 'on' 't1' '.' 'id' '=' 't3' '.' 'game_id'
 'where' 't3' '.' 'player' '=' 'value' 'intersect' 'select' 't2' '.'
 'name' 'from' 'game' 'as' 't1' 'join' 'stadium' 'as' 't2' 'on' 't1' '.'
 'stadium_id' '=' 't2' '.' 'id' 'join' 'injury_accident' 'as' 't3' 'on'
 't1' '.' 'id' '=' 't3' '.' 'game_id' 'where' 't3' '.' 'player' '='
 'value']","['List' 'the' 'name' 'of' 'the' 'stadium' 'where' 'both' 'the' 'player'
 ""'Walter"" 'Samuel' ""'"" 'and' 'the' 'player' ""'Thiago"" 'Motta' ""'"" 'got'
 'injured' '.']",0,0,0,4,2
48,1454,college_2,"SELECT count(DISTINCT T2.id) ,  count(DISTINCT T3.id) ,  T3.dept_name FROM department AS T1 JOIN student AS T2 ON T1.dept_name  =  T2.dept_name JOIN instructor AS T3 ON T1.dept_name  =  T3.dept_name GROUP BY T3.dept_name",Find the total number of students and total number of instructors for each department.,"['SELECT' 'count' '(' 'DISTINCT' 'T2.id' ')' ',' 'count' '(' 'DISTINCT'
 'T3.id' ')' ',' 'T3.dept_name' 'FROM' 'department' 'AS' 'T1' 'JOIN'
 'student' 'AS' 'T2' 'ON' 'T1.dept_name' '=' 'T2.dept_name' 'JOIN'
 'instructor' 'AS' 'T3' 'ON' 'T1.dept_name' '=' 'T3.dept_name' 'GROUP'
 'BY' 'T3.dept_name']","['select' 'count' '(' 'distinct' 't2' '.' 'id' ')' ',' 'count' '('
 'distinct' 't3' '.' 'id' ')' ',' 't3' '.' 'dept_name' 'from' 'department'
 'as' 't1' 'join' 'student' 'as' 't2' 'on' 't1' '.' 'dept_name' '=' 't2'
 '.' 'dept_name' 'join' 'instructor' 'as' 't3' 'on' 't1' '.' 'dept_name'
 '=' 't3' '.' 'dept_name' 'group' 'by' 't3' '.' 'dept_name']","['Find' 'the' 'total' 'number' 'of' 'students' 'and' 'total' 'number' 'of'
 'instructors' 'for' 'each' 'department' '.']",0,0,1,2,1
49,1455,college_2,"SELECT count(DISTINCT T2.id) ,  count(DISTINCT T3.id) ,  T3.dept_name FROM department AS T1 JOIN student AS T2 ON T1.dept_name  =  T2.dept_name JOIN instructor AS T3 ON T1.dept_name  =  T3.dept_name GROUP BY T3.dept_name",How many students and instructors are in each department?,"['SELECT' 'count' '(' 'DISTINCT' 'T2.id' ')' ',' 'count' '(' 'DISTINCT'
 'T3.id' ')' ',' 'T3.dept_name' 'FROM' 'department' 'AS' 'T1' 'JOIN'
 'student' 'AS' 'T2' 'ON' 'T1.dept_name' '=' 'T2.dept_name' 'JOIN'
 'instructor' 'AS' 'T3' 'ON' 'T1.dept_name' '=' 'T3.dept_name' 'GROUP'
 'BY' 'T3.dept_name']","['select' 'count' '(' 'distinct' 't2' '.' 'id' ')' ',' 'count' '('
 'distinct' 't3' '.' 'id' ')' ',' 't3' '.' 'dept_name' 'from' 'department'
 'as' 't1' 'join' 'student' 'as' 't2' 'on' 't1' '.' 'dept_name' '=' 't2'
 '.' 'dept_name' 'join' 'instructor' 'as' 't3' 'on' 't1' '.' 'dept_name'
 '=' 't3' '.' 'dept_name' 'group' 'by' 't3' '.' 'dept_name']","['How' 'many' 'students' 'and' 'instructors' 'are' 'in' 'each'
 'department' '?']",0,0,1,2,1
26,1621,customers_and_invoices,"SELECT T2.product_name ,  count(*) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T3.order_id  =  T1.order_id GROUP BY T2.product_name",Show all product names and the number of customers having an order on each product.,"['SELECT' 'T2.product_name' ',' 'count' '(' '*' ')' 'FROM' 'Order_items'
 'AS' 'T1' 'JOIN' 'Products' 'AS' 'T2' 'ON' 'T1.product_id' '='
 'T2.product_id' 'JOIN' 'Orders' 'AS' 'T3' 'ON' 'T3.order_id' '='
 'T1.order_id' 'GROUP' 'BY' 'T2.product_name']","['select' 't2' '.' 'product_name' ',' 'count' '(' '*' ')' 'from'
 'order_items' 'as' 't1' 'join' 'products' 'as' 't2' 'on' 't1' '.'
 'product_id' '=' 't2' '.' 'product_id' 'join' 'orders' 'as' 't3' 'on'
 't3' '.' 'order_id' '=' 't1' '.' 'order_id' 'group' 'by' 't2' '.'
 'product_name']","['Show' 'all' 'product' 'names' 'and' 'the' 'number' 'of' 'customers'
 'having' 'an' 'order' 'on' 'each' 'product' '.']",0,0,1,2,1
20,1646,wedding,SELECT T4.name FROM wedding AS T1 JOIN people AS T2 ON T1.male_id  =  T2.people_id JOIN people AS T3 ON T1.female_id  =  T3.people_id JOIN church AS T4 ON T4.church_id  =  T1.church_id WHERE T2.age  >  30 OR T3.age  >  30,Show the church names for the weddings of all people older than 30.,"['SELECT' 'T4.name' 'FROM' 'wedding' 'AS' 'T1' 'JOIN' 'people' 'AS' 'T2'
 'ON' 'T1.male_id' '=' 'T2.people_id' 'JOIN' 'people' 'AS' 'T3' 'ON'
 'T1.female_id' '=' 'T3.people_id' 'JOIN' 'church' 'AS' 'T4' 'ON'
 'T4.church_id' '=' 'T1.church_id' 'WHERE' 'T2.age' '>' '30' 'OR' 'T3.age'
 '>' '30']","['select' 't4' '.' 'name' 'from' 'wedding' 'as' 't1' 'join' 'people' 'as'
 't2' 'on' 't1' '.' 'male_id' '=' 't2' '.' 'people_id' 'join' 'people'
 'as' 't3' 'on' 't1' '.' 'female_id' '=' 't3' '.' 'people_id' 'join'
 'church' 'as' 't4' 'on' 't4' '.' 'church_id' '=' 't1' '.' 'church_id'
 'where' 't2' '.' 'age' '>' 'value' 'or' 't3' '.' 'age' '>' 'value']","['Show' 'the' 'church' 'names' 'for' 'the' 'weddings' 'of' 'all' 'people'
 'older' 'than' '30' '.']",0,0,0,3,1
14,1674,theme_gallery,"SELECT T1.theme ,  T2.name FROM exhibition AS T1 JOIN artist AS T2 ON T1.artist_id  =  T2.artist_id WHERE T1.ticket_price  >  (SELECT avg(ticket_price) FROM exhibition)",Return the names of artists and the themes of their exhibitions that had a ticket price higher than average.,"['SELECT' 'T1.theme' ',' 'T2.name' 'FROM' 'exhibition' 'AS' 'T1' 'JOIN'
 'artist' 'AS' 'T2' 'ON' 'T1.artist_id' '=' 'T2.artist_id' 'WHERE'
 'T1.ticket_price' '>' '(' 'SELECT' 'avg' '(' 'ticket_price' ')' 'FROM'
 'exhibition' ')']","['select' 't1' '.' 'theme' ',' 't2' '.' 'name' 'from' 'exhibition' 'as'
 't1' 'join' 'artist' 'as' 't2' 'on' 't1' '.' 'artist_id' '=' 't2' '.'
 'artist_id' 'where' 't1' '.' 'ticket_price' '>' '(' 'select' 'avg' '('
 'ticket_price' ')' 'from' 'exhibition' ')']","['Return' 'the' 'names' 'of' 'artists' 'and' 'the' 'themes' 'of' 'their'
 'exhibitions' 'that' 'had' 'a' 'ticket' 'price' 'higher' 'than' 'average'
 '.']",0,0,0,1,2
22,1687,theme_gallery,SELECT T3.name FROM exhibition_record AS T1 JOIN exhibition AS T2 ON T1.exhibition_id  =  T2.exhibition_id JOIN artist AS T3 ON T3.artist_id  =  T2.artist_id GROUP BY T3.artist_id HAVING avg(T1.attendance)  >  200,Show all artist names with an average exhibition attendance over 200.,"['SELECT' 'T3.name' 'FROM' 'exhibition_record' 'AS' 'T1' 'JOIN'
 'exhibition' 'AS' 'T2' 'ON' 'T1.exhibition_id' '=' 'T2.exhibition_id'
 'JOIN' 'artist' 'AS' 'T3' 'ON' 'T3.artist_id' '=' 'T2.artist_id' 'GROUP'
 'BY' 'T3.artist_id' 'HAVING' 'avg' '(' 'T1.attendance' ')' '>' '200']","['select' 't3' '.' 'name' 'from' 'exhibition_record' 'as' 't1' 'join'
 'exhibition' 'as' 't2' 'on' 't1' '.' 'exhibition_id' '=' 't2' '.'
 'exhibition_id' 'join' 'artist' 'as' 't3' 'on' 't3' '.' 'artist_id' '='
 't2' '.' 'artist_id' 'group' 'by' 't3' '.' 'artist_id' 'having' 'avg' '('
 't1' '.' 'attendance' ')' '>' 'value']","['Show' 'all' 'artist' 'names' 'with' 'an' 'average' 'exhibition'
 'attendance' 'over' '200' '.']",1,0,1,2,1
7,1703,epinions_1,SELECT T1.title FROM item AS T1 JOIN review AS T2 ON T1.i_id  =  T2.i_id WHERE T2.rank  >  3 INTERSECT SELECT T1.title FROM item AS T1 JOIN review AS T2 ON T1.i_id  =  T2.i_id GROUP BY T2.i_id HAVING avg(T2.rating)  >  5,Find the names of items whose rank is higher than 3 and whose average rating is above 5.,"['SELECT' 'T1.title' 'FROM' 'item' 'AS' 'T1' 'JOIN' 'review' 'AS' 'T2'
 'ON' 'T1.i_id' '=' 'T2.i_id' 'WHERE' 'T2.rank' '>' '3' 'INTERSECT'
 'SELECT' 'T1.title' 'FROM' 'item' 'AS' 'T1' 'JOIN' 'review' 'AS' 'T2'
 'ON' 'T1.i_id' '=' 'T2.i_id' 'GROUP' 'BY' 'T2.i_id' 'HAVING' 'avg' '('
 'T2.rating' ')' '>' '5']","['select' 't1' '.' 'title' 'from' 'item' 'as' 't1' 'join' 'review' 'as'
 't2' 'on' 't1' '.' 'i_id' '=' 't2' '.' 'i_id' 'where' 't2' '.' 'rank' '>'
 'value' 'intersect' 'select' 't1' '.' 'title' 'from' 'item' 'as' 't1'
 'join' 'review' 'as' 't2' 'on' 't1' '.' 'i_id' '=' 't2' '.' 'i_id'
 'group' 'by' 't2' '.' 'i_id' 'having' 'avg' '(' 't2' '.' 'rating' ')' '>'
 'value']","['Find' 'the' 'names' 'of' 'items' 'whose' 'rank' 'is' 'higher' 'than' '3'
 'and' 'whose' 'average' 'rating' 'is' 'above' '5' '.']",1,0,1,2,2
0,1792,small_bank_1,SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  >  (SELECT avg(balance) FROM checking) INTERSECT SELECT T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  <  (SELECT avg(balance) FROM savings),"Find the names of accounts whose checking balance is above the average checking balance, but savings balance is below the average savings balance.","['SELECT' 'T1.name' 'FROM' 'accounts' 'AS' 'T1' 'JOIN' 'checking' 'AS'
 'T2' 'ON' 'T1.custid' '=' 'T2.custid' 'WHERE' 'T2.balance' '>' '('
 'SELECT' 'avg' '(' 'balance' ')' 'FROM' 'checking' ')' 'INTERSECT'
 'SELECT' 'T1.name' 'FROM' 'accounts' 'AS' 'T1' 'JOIN' 'savings' 'AS' 'T2'
 'ON' 'T1.custid' '=' 'T2.custid' 'WHERE' 'T2.balance' '<' '(' 'SELECT'
 'avg' '(' 'balance' ')' 'FROM' 'savings' ')']","['select' 't1' '.' 'name' 'from' 'accounts' 'as' 't1' 'join' 'checking'
 'as' 't2' 'on' 't1' '.' 'custid' '=' 't2' '.' 'custid' 'where' 't2' '.'
 'balance' '>' '(' 'select' 'avg' '(' 'balance' ')' 'from' 'checking' ')'
 'intersect' 'select' 't1' '.' 'name' 'from' 'accounts' 'as' 't1' 'join'
 'savings' 'as' 't2' 'on' 't1' '.' 'custid' '=' 't2' '.' 'custid' 'where'
 't2' '.' 'balance' '<' '(' 'select' 'avg' '(' 'balance' ')' 'from'
 'savings' ')']","['Find' 'the' 'names' 'of' 'accounts' 'whose' 'checking' 'balance' 'is'
 'above' 'the' 'average' 'checking' 'balance' ',' 'but' 'savings'
 'balance' 'is' 'below' 'the' 'average' 'savings' 'balance' '.']",0,0,0,2,4
1,1794,small_bank_1,SELECT T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T1.name IN (SELECT T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  >  (SELECT avg(balance) FROM savings)),Find the checking balance of the accounts whose savings balance is higher than the average savings balance.,"['SELECT' 'T2.balance' 'FROM' 'accounts' 'AS' 'T1' 'JOIN' 'checking' 'AS'
 'T2' 'ON' 'T1.custid' '=' 'T2.custid' 'WHERE' 'T1.name' 'IN' '(' 'SELECT'
 'T1.name' 'FROM' 'accounts' 'AS' 'T1' 'JOIN' 'savings' 'AS' 'T2' 'ON'
 'T1.custid' '=' 'T2.custid' 'WHERE' 'T2.balance' '>' '(' 'SELECT' 'avg'
 '(' 'balance' ')' 'FROM' 'savings' ')' ')']","['select' 't2' '.' 'balance' 'from' 'accounts' 'as' 't1' 'join' 'checking'
 'as' 't2' 'on' 't1' '.' 'custid' '=' 't2' '.' 'custid' 'where' 't1' '.'
 'name' 'in' '(' 'select' 't1' '.' 'name' 'from' 'accounts' 'as' 't1'
 'join' 'savings' 'as' 't2' 'on' 't1' '.' 'custid' '=' 't2' '.' 'custid'
 'where' 't2' '.' 'balance' '>' '(' 'select' 'avg' '(' 'balance' ')'
 'from' 'savings' ')' ')']","['Find' 'the' 'checking' 'balance' 'of' 'the' 'accounts' 'whose' 'savings'
 'balance' 'is' 'higher' 'than' 'the' 'average' 'savings' 'balance' '.']",0,0,0,2,3
8,1800,small_bank_1,"SELECT T1.name ,  T2.balance + T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  >  (SELECT avg(balance) FROM savings)",Find the names and total checking and savings balances of accounts whose savings balance is higher than the average savings balance.,"['SELECT' 'T1.name' ',' 'T2.balance' '+' 'T3.balance' 'FROM' 'accounts'
 'AS' 'T1' 'JOIN' 'checking' 'AS' 'T2' 'ON' 'T1.custid' '=' 'T2.custid'
 'JOIN' 'savings' 'AS' 'T3' 'ON' 'T1.custid' '=' 'T3.custid' 'WHERE'
 'T3.balance' '>' '(' 'SELECT' 'avg' '(' 'balance' ')' 'FROM' 'savings'
 ')']","['select' 't1' '.' 'name' ',' 't2' '.' 'balance' '+' 't3' '.' 'balance'
 'from' 'accounts' 'as' 't1' 'join' 'checking' 'as' 't2' 'on' 't1' '.'
 'custid' '=' 't2' '.' 'custid' 'join' 'savings' 'as' 't3' 'on' 't1' '.'
 'custid' '=' 't3' '.' 'custid' 'where' 't3' '.' 'balance' '>' '('
 'select' 'avg' '(' 'balance' ')' 'from' 'savings' ')']","['Find' 'the' 'names' 'and' 'total' 'checking' 'and' 'savings' 'balances'
 'of' 'accounts' 'whose' 'savings' 'balance' 'is' 'higher' 'than' 'the'
 'average' 'savings' 'balance' '.']",0,0,0,2,2
28,1818,small_bank_1,"SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC","Find the name, checking balance and savings balance of all accounts in the bank sorted by their total checking and savings balance in descending order.","['SELECT' 'T2.balance' ',' 'T3.balance' ',' 'T1.name' 'FROM' 'accounts'
 'AS' 'T1' 'JOIN' 'checking' 'AS' 'T2' 'ON' 'T1.custid' '=' 'T2.custid'
 'JOIN' 'savings' 'AS' 'T3' 'ON' 'T1.custid' '=' 'T3.custid' 'ORDER' 'BY'
 'T2.balance' '+' 'T3.balance' 'DESC']","['select' 't2' '.' 'balance' ',' 't3' '.' 'balance' ',' 't1' '.' 'name'
 'from' 'accounts' 'as' 't1' 'join' 'checking' 'as' 't2' 'on' 't1' '.'
 'custid' '=' 't2' '.' 'custid' 'join' 'savings' 'as' 't3' 'on' 't1' '.'
 'custid' '=' 't3' '.' 'custid' 'order' 'by' 't2' '.' 'balance' '+' 't3'
 '.' 'balance' 'desc']","['Find' 'the' 'name' ',' 'checking' 'balance' 'and' 'savings' 'balance'
 'of' 'all' 'accounts' 'in' 'the' 'bank' 'sorted' 'by' 'their' 'total'
 'checking' 'and' 'savings' 'balance' 'in' 'descending' 'order' '.']",0,1,0,2,1
