,true_SQL,qSQL,true_SQL_result,qSQL_result,equality
38,"SELECT T1.name ,  T2.balance + T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  >  (SELECT avg(balance) FROM savings)","SELECT A.name, C.balance AS checking_balance, S.balance AS savings_balance FROM ACCOUNTS A JOIN CHECKING C ON A.custid = C.custid JOIN SAVINGS S ON A.custid = S.custid WHERE S.balance > (SELECT AVG(balance) FROM SAVINGS);","[['Wang', 1000001999.0]]","[['Wang', 2000.0, 999999999.0]]",FALSE
39,"SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC","SELECT A.name, C.balance AS checking_balance, S.balance AS savings_balance FROM ACCOUNTS A JOIN CHECKING C ON A.custid = C.custid JOIN SAVINGS S ON A.custid = S.custid ORDER BY (C.balance + S.balance) DESC;","[[2000.0, 999999999.0, 'Wang'], [3000.0, 230000.0, ""O'mahony""], [10000.0, 200000.0, 'Brown'], [10000.0, 80000.0, 'Granger'], [7000.0, 60.0, 'Weeks'], [77.0, 240.0, 'Porter']]","[['Wang', 2000.0, 999999999.0], [""O'mahony"", 3000.0, 230000.0], ['Brown', 10000.0, 200000.0], ['Granger', 10000.0, 80000.0], ['Weeks', 7000.0, 60.0], ['Porter', 77.0, 240.0]]",FALSE
40,SELECT T3.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T1.name  =  'CACHEbox' INTERSECT SELECT T3.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T1.name  =  'Fasterfox',SELECT b.name FROM browser b JOIN accelerator_compatible_browser acb1 ON b.id = acb1.browser_id JOIN Web_client_accelerator wca1 ON acb1.accelerator_id = wca1.id JOIN accelerator_compatible_browser acb2 ON b.id = acb2.browser_id JOIN Web_client_accelerator wca2 ON acb2.accelerator_id = wca2.id WHERE wca1.name = 'CACHEbox' AND wca2.name = 'Fasterfox';,"[['Firefox'], ['Internet Explorer']]","[['Internet Explorer'], ['Firefox']]",FALSE
41,SELECT T2.school_name FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id JOIN endowment AS T3 ON T2.school_id  =  T3.school_id GROUP BY T2.school_name HAVING sum(T1.budgeted)  >  100 OR sum(T3.amount)  >  10,SELECT School_name  FROM School  WHERE School_id IN (     SELECT School_id      FROM budget      WHERE Budgeted > 100 )  OR School_id IN (     SELECT School_id      FROM endowment      GROUP BY School_id      HAVING SUM(amount) > 10 );,"[['Culver Community'], ['Knox Community'], ['Bremen'], ['Glenn'], ['Jimtown']]","[['Bremen'], ['Culver Community'], ['Glenn'], ['Jimtown'], ['Knox Community']]",FALSE
42,SELECT count(*) FROM (SELECT school_id FROM endowment WHERE amount  >  8.5 GROUP BY school_id HAVING count(*)  >  1) as T,SELECT COUNT(DISTINCT School_id)  FROM endowment  WHERE School_id IN (     SELECT School_id      FROM endowment      WHERE amount < 8.5      GROUP BY School_id      HAVING COUNT(endowment_id) > 1 );,[[2]],[[0]],FALSE
43,SELECT count(*) FROM building WHERE height_feet  >  (SELECT avg(height_feet) FROM building) OR floors  >  (SELECT avg(floors) FROM building),SELECT COUNT(*)  FROM building  WHERE Height_feet > (SELECT AVG(Height_feet) FROM building)  OR Floors > (SELECT AVG(Floors) FROM building);,[[4]],[[4]],TRUE
44,SELECT T2.Name FROM phone_market AS T1 JOIN phone AS T2 ON T1.Phone_ID  =  T2.Phone_ID GROUP BY T2.Name HAVING sum(T1.Num_of_stock)  >=  2000 ORDER BY sum(T1.Num_of_stock) DESC,"SELECT p.Name, SUM(pm.Num_of_stock) as Total_Stock FROM phone p JOIN phone_market pm ON p.Phone_ID = pm.Phone_ID GROUP BY p.Name HAVING SUM(pm.Num_of_stock) > 2000 ORDER BY Total_Stock DESC;","[['IPhone 6s'], ['IPhone 5s'], ['IPhone X']]","[['IPhone 6s', 4324], ['IPhone 5s', 2914], ['IPhone X', 2540]]",FALSE
45,SELECT member_name FROM member EXCEPT SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id,SELECT Member_Name  FROM member  WHERE Member_ID NOT IN (SELECT Member_in_charge_ID FROM party_events);,"[['Hon Bruce Baird'], ['Mark Baker'], ['Hon Tony Abbott'], ['Peter Andren'], ['Hon Kim Beazley'], ['Hon Kevin Andrews'], ['Hon Arch Bevis'], ['Hon Fran Bailey']]","[['Hon Tony Abbott'], ['Peter Andren'], ['Hon Kevin Andrews'], ['Hon Fran Bailey'], ['Hon Bruce Baird'], ['Mark Baker'], ['Hon Kim Beazley'], ['Hon Arch Bevis']]",FALSE
46,"SELECT Employees.employee_name, count(*)
FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id 
GROUP BY Employees.employee_name, Circulation_History.draft_number , Circulation_History.copy_number
ORDER BY count(*) 
DESC LIMIT 1;","SELECT      E.employee_name,      COUNT(*) AS number_of_drafts_and_copies FROM      Employees E JOIN      Circulation_History CH ON E.employee_id = CH.employee_id GROUP BY      E.employee_name ORDER BY      number_of_drafts_and_copies DESC LIMIT 1;","[['Kenyon', 1]]","[['Kenyon', 2]]",FALSE
47,"SELECT T3.service_id ,  T4.Service_Type_Code 
FROM participants AS T1 
JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID 
JOIN EVENTS AS T3 ON T2.Event_ID   =  T3.Event_ID 
JOIN services AS T4 ON T3.service_id  =  T4.service_id 
GROUP BY T3.service_id, T4.Service_Type_Code  
ORDER BY count(*) ASC LIMIT 1","SELECT S.Service_ID, S.Service_Type_Code FROM Services S JOIN Events E ON S.Service_ID = E.Service_ID JOIN Participants_in_Events PE ON E.Event_ID = PE.Event_ID GROUP BY S.Service_ID, S.Service_Type_Code ORDER BY COUNT(PE.Participant_ID) ASC LIMIT 1;","[[6, 'Birth Proof    ']]","[[6, 'Birth Proof    ']]",TRUE
48,SELECT campus FROM campuses WHERE LOCATION  =  'Northridge' AND county  =  'Los Angeles' UNION SELECT campus FROM campuses WHERE LOCATION  =  'San Francisco' AND county  =  'San Francisco',"SELECT Campus FROM Campuses WHERE Location IN ('Northridge, Los Angeles', 'San Francisco, San Francisco');","[['California State University-Northridge'], ['San Francisco State University']]",[['None']],FALSE
49,SELECT T1.campus FROM campuses AS T1 JOIN faculty AS T2 ON T1.id  =  T2.campus WHERE T2.year  =  2002 AND faculty  >  (SELECT max(faculty) FROM campuses AS T1 JOIN faculty AS T2 ON T1.id  =  T2.campus WHERE T2.year  =  2002 AND T1.county  =  'Orange'),SELECT C1.Campus FROM faculty F1 JOIN Campuses C1 ON F1.Campus = C1.Id WHERE F1.Year = 2002 AND F1.Faculty > ALL (     SELECT F2.Faculty     FROM faculty F2     JOIN Campuses C2 ON F2.Campus = C2.Id     WHERE C2.County = 'Orange' AND F2.Year = 2002 );,[['Long Beach State University']],[['Long Beach State University']],TRUE
50,"SELECT T2.title ,  T2.director FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T1.stars  >  (SELECT avg(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T2.director  =  'James Cameron')","SELECT M.TITLE, M.DIRECTOR FROM MOVIE M JOIN RATING R ON M.MID = R.MID WHERE R.STARS > (     SELECT AVG(R.STARS)     FROM MOVIE M     JOIN RATING R ON M.MID = R.MID     WHERE M.DIRECTOR = 'James Cameron' );","[['Snow White', None], ['Avatar', 'James Cameron']]","[['Snow White', None], ['Avatar', 'James Cameron']]",TRUE
51,"SELECT mID ,  avg(stars) FROM Rating WHERE mID NOT IN (SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID  =  T2.rID WHERE T2.name  =  'Brittany Harris') GROUP BY mID","SELECT MOVIE.TITLE, AVG(Rating.stars) AS Average_Rating FROM MOVIE JOIN Rating ON MOVIE.MID = Rating.mID WHERE MOVIE.MID NOT IN (     SELECT MOVIE.MID     FROM MOVIE     JOIN Rating ON MOVIE.MID = Rating.mID     JOIN Reviewer ON Rating.rID = Reviewer.rID     WHERE Reviewer.name = 'Brittany Harris' ) GROUP BY MOVIE.TITLE;","[[101, Decimal('3.0000000000000000')], [104, Decimal('2.5000000000000000')], [107, Decimal('4.0000000000000000')], [106, Decimal('4.5000000000000000')]]","[['Avatar', Decimal('4.0000000000000000')], ['Gone with the Wind', Decimal('3.0000000000000000')], ['Snow White', Decimal('4.5000000000000000')], ['E.T.', Decimal('2.5000000000000000')]]",FALSE
52,SELECT name FROM city WHERE county_ID  =  (SELECT county_ID FROM county_public_safety ORDER BY Police_officers DESC LIMIT 1),SELECT city.Name FROM city JOIN county_public_safety ON city.County_ID = county_public_safety.County_ID WHERE county_public_safety.Police_officers = (     SELECT MAX(Police_officers)     FROM county_public_safety );,"[['Aguas Buenas'], ['Aibonito']]","[['Aguas Buenas'], ['Aibonito']]",TRUE
53,"SELECT T1.cmi_cross_ref_id ,  T1.source_system_code FROM CMI_Cross_References AS T1 JOIN Council_Tax AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T1.cmi_cross_ref_id HAVING count(*)  >=  1","SELECT CMI_Cross_References.cmi_cross_ref_id, CMI_Cross_References.source_system_code FROM CMI_Cross_References INNER JOIN Council_Tax ON CMI_Cross_References.cmi_cross_ref_id = Council_Tax.cmi_cross_ref_id GROUP BY CMI_Cross_References.cmi_cross_ref_id, CMI_Cross_References.source_system_code;","[[101, 'Tax            '], [103, 'Tax            '], [104, 'Tax            '], [105, 'Tax            '], [106, 'Tax            '], [102, 'Tax            ']]","[[101, 'Tax            '], [103, 'Tax            '], [104, 'Tax            '], [105, 'Tax            '], [106, 'Tax            '], [102, 'Tax            ']]",TRUE
54,"SELECT T2.cmi_cross_ref_id ,  T2.master_customer_id ,  count(*) FROM Business_Rates AS T1 JOIN CMI_Cross_References AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T2.cmi_cross_ref_id","umber of business rates.  ```sql SELECT CMI_Cross_References.cmi_cross_ref_id, CMI_Cross_References.master_customer_id, COUNT(Business_Rates.business_rates_id) AS number_of_business_rates FROM CMI_Cross_References LEFT JOIN Business_Rates ON CMI_Cross_References.cmi_cross_ref_id = Business_Rates.cmi_cross_ref_id GROUP BY CMI_Cross_References.cmi_cross_ref_id, CMI_Cross_References.master_customer_id; ```","[[95, 2, 1], [99, 9, 1], [49, 1, 1]]",[['Error']],FALSE
55,"SELECT sum(number_deaths) ,  sum(damage_millions_USD) FROM storm WHERE max_speed  >  (SELECT avg(max_speed) FROM storm)","SELECT SUM(Number_Deaths) AS Total_Deaths, SUM(Damage_millions_USD) AS Total_Damage FROM storm WHERE Max_speed > (SELECT AVG(Max_speed) FROM storm);","[[5.0, 40.529]]","[[5.0, 40.529]]",TRUE
56,SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING count(*)  >=  2 INTERSECT SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING sum(T2.number_city_affected)  >=  10,SELECT s.Name FROM storm s JOIN (   SELECT ar.Storm_ID   FROM affected_region ar   WHERE ar.Number_city_affected >= 10   GROUP BY ar.Storm_ID   HAVING COUNT(ar.Region_id) >= 2 ) AS subq ON s.Storm_ID = subq.Storm_ID;,"[['Five'], ['One']]","[['One'], ['Five']]",FALSE
57,SELECT name FROM storm EXCEPT SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING count(*)  >=  2,SELECT Name  FROM storm  WHERE Storm_ID NOT IN (   SELECT Storm_ID    FROM affected_region    GROUP BY Storm_ID    HAVING COUNT(Region_id) >= 2 );,"[['Two'], ['Three'], ['Eight'], ['Nine'], ['Six'], ['Seven'], ['Four'], ['9 cyclones']]","[['Two'], ['Three'], ['Four'], ['Six'], ['Seven'], ['Eight'], ['Nine'], ['9 cyclones']]",FALSE
58,SELECT T3.Name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T2.Region_name  =  'Afghanistan' INTERSECT SELECT T3.Name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T2.Region_name  =  'Albania',"SELECT s.Name FROM storm s JOIN affected_region ar ON s.Storm_ID = ar.Storm_ID JOIN region r ON ar.Region_id = r.Region_id WHERE r.Region_name IN ('Afghanistan', 'Albania') GROUP BY s.Name HAVING COUNT(DISTINCT r.Region_name) = 2;",[['One']],[['One']],TRUE
59,SELECT Nationality FROM journalist WHERE Years_working  >  10 INTERSECT SELECT Nationality FROM journalist WHERE Years_working  <  3,SELECT DISTINCT Nationality FROM journalist WHERE Nationality IN (     SELECT Nationality     FROM journalist     WHERE Years_working > 10 ) AND Nationality IN (     SELECT Nationality     FROM journalist     WHERE Years_working < 3 );,[['England']],[['England']],TRUE
60,"SELECT T3.Name ,  COUNT(*) FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID GROUP BY T3.Name","SELECT journalist.Name, COUNT(news_report.Event_ID)  FROM journalist  JOIN news_report ON journalist.journalist_ID = news_report.journalist_ID  GROUP BY journalist.Name;","[['Tony Waddington', 1], ['John Meaney', 1], ['Jackie Waring', 2], ['Ray Ferris', 1], ['Herbert Swindells', 1], ['Tom Briggs', 1]]","[['Tony Waddington', 1], ['John Meaney', 1], ['Jackie Waring', 2], ['Ray Ferris', 1], ['Herbert Swindells', 1], ['Tom Briggs', 1]]",TRUE
61,SELECT T3.Name FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID GROUP BY T3.Name HAVING COUNT(*)  >  1,SELECT j.Name FROM journalist j JOIN news_report nr ON j.journalist_ID = nr.journalist_ID GROUP BY j.Name HAVING COUNT(nr.Event_ID) > 1;,[['Jackie Waring']],[['Jackie Waring']],TRUE
62,SELECT TIME FROM Student JOIN Visits_Restaurant ON Student.StuID = Visits_Restaurant.StuID JOIN Restaurant ON Visits_Restaurant.ResID = Restaurant.ResID WHERE Student.Fname = 'Linda' AND Student.Lname = 'Smith' AND Restaurant.ResName = 'Subway';,SELECT Time  FROM Visits_Restaurant  JOIN Student ON Visits_Restaurant.StuID = Student.StuID  JOIN Restaurant ON Visits_Restaurant.ResID = Restaurant.ResID  WHERE Student.FName = 'Linda' AND Student.LName = 'Smith' AND Restaurant.ResName = 'Subway';,[[1507572900000000000]],[[1507572900000000000]],TRUE
63,"SELECT Restaurant.ResName ,  sum(Visits_Restaurant.Spent) FROM Visits_Restaurant JOIN Restaurant ON Visits_Restaurant.ResID = Restaurant.ResID GROUP BY Restaurant.ResID ORDER BY sum(Visits_Restaurant.Spent) ASC LIMIT 1;","SELECT R.ResName, SUM(VR.Time) AS TotalTime FROM Restaurant AS R JOIN Visits_Restaurant AS VR ON R.ResID = VR.ResID GROUP BY R.ResName ORDER BY TotalTime ASC LIMIT 1;","[['Subway', 6.53]]",[['Error']],FALSE
64,SELECT t3.title FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid JOIN inst AS t4 ON t2.instid  =  t4.instid WHERE t4.country  =  'USA' AND t2.authorder  =  2 AND t1.lname  =  'Turon',SELECT Papers.title FROM Papers JOIN Authorship ON Papers.paperID = Authorship.paperID JOIN Authors ON Authorship.authID = Authors.authID JOIN Inst ON Authorship.instID = Inst.instID WHERE Inst.country = 'USA' AND Authors.lname = 'Turon' AND Authorship.authOrder = 2;,[['Functional Pearl: Modular Rollback through Control Logging']],[['Functional Pearl: Modular Rollback through Control Logging']],TRUE
65,"SELECT t1.lname FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid GROUP BY t1.fname ,  t1.lname ORDER BY count(*) DESC LIMIT 1",SELECT lname  FROM Authors  WHERE authID = (     SELECT authID      FROM Authorship      GROUP BY authID      ORDER BY COUNT(paperID) DESC      LIMIT 1 );,[['Hinze']],[['Hinze']],TRUE
66,SELECT t1.lname FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid WHERE t3.title LIKE '%Monadic%',SELECT Authors.lname FROM Authors JOIN Authorship ON Authors.authID = Authorship.authID JOIN Papers ON Authorship.paperID = Papers.paperID WHERE Papers.title LIKE '%Monadic%';,"[['Gibbons'], ['Hinze']]","[['Gibbons'], ['Hinze']]",TRUE
67,"SELECT T1.cust_name ,  T1.acc_type 
FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id 
GROUP BY T1.cust_name, T1.acc_type  
HAVING sum(T2.amount)  >  5000","SELECT customer.cust_name, customer.acc_bal FROM customer JOIN loan ON customer.cust_ID = loan.cust_ID GROUP BY customer.cust_ID HAVING SUM(loan.amount) > 5000;","[['Mary', 'saving    ']]","[['Mary', 2000]]",FALSE
68,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100 GROUP BY T2.bname ORDER BY sum(T1.amount) DESC LIMIT 1,SELECT b.bname FROM bank b JOIN loan l ON b.branch_ID = l.branch_ID JOIN customer c ON l.cust_ID = c.cust_ID WHERE c.credit_score < 100 GROUP BY b.bname ORDER BY SUM(l.amount) DESC LIMIT 1;,[['downtown']],[['downtown']],TRUE
69,"SELECT T1.asset_id ,  T1.asset_details FROM Assets AS T1 JOIN Asset_Parts AS T2 ON T1.asset_id  =  T2.asset_id GROUP BY T1.asset_id HAVING count(*)  =  2 INTERSECT SELECT T1.asset_id ,  T1.asset_details FROM Assets AS T1 JOIN Fault_Log AS T2 ON T1.asset_id  =  T2.asset_id GROUP BY T1.asset_id HAVING count(*)  <  2","SELECT a.asset_id, a.asset_details FROM assets a WHERE (   SELECT COUNT(*)    FROM asset_parts ap    WHERE ap.asset_id = a.asset_id ) = 2 AND (   SELECT COUNT(*)    FROM fault_log fl    WHERE fl.asset_id = a.asset_id ) < 2;","[[2, 'dell laptop2'], [15, 'system3']]","[[1, 'dell laptop1'], [2, 'dell laptop2'], [15, 'system3']]",FALSE
70,"SELECT T1.company_id ,  T1.company_name FROM Third_Party_Companies AS T1 JOIN Maintenance_Engineers AS T2 ON T1.company_id  =  T2.company_id GROUP BY T1.company_id HAVING count(*)  >=  2 UNION SELECT T3.company_id ,  T3.company_name FROM Third_Party_Companies AS T3 JOIN Maintenance_Contracts AS T4 ON T3.company_id  =  T4.maintenance_contract_company_id GROUP BY T3.company_id HAVING count(*)  >=  2","SELECT company_id, company_name FROM third_party_companies WHERE company_id IN (     SELECT company_id     FROM maintenance_engineers     GROUP BY company_id     HAVING COUNT(engineer_id) >= 2 ) OR company_id IN (     SELECT maintenance_contract_company_id     FROM maintenance_contracts     GROUP BY maintenance_contract_company_id     HAVING COUNT(maintenance_contract_id) >= 2 );","[[15, 'Rau, Ullrich and King'], [11, 'Kuvalis, Boehm and Hettinger'], [2, 'McDermott Group'], [13, ""Greenholt-D'Amore""], [6, 'Grimes, Mosciski and Renner'], [4, 'Dooley-Langosh'], [3, 'Schuppe-Carroll']]","[[2, 'McDermott Group'], [3, 'Schuppe-Carroll'], [4, 'Dooley-Langosh'], [6, 'Grimes, Mosciski and Renner'], [11, 'Kuvalis, Boehm and Hettinger'], [13, ""Greenholt-D'Amore""], [15, 'Rau, Ullrich and King']]",FALSE
71,"SELECT T1.part_id ,  T1.part_name FROM Parts AS T1 JOIN Part_Faults AS T2 ON T1.part_id  =  T2.part_id JOIN Skills_Required_To_Fix AS T3 ON T2.part_fault_id  =  T3.part_fault_id GROUP BY T1.part_id ORDER BY count(*) DESC LIMIT 1","SELECT part_faults.part_id, parts.part_name FROM part_faults JOIN parts ON part_faults.part_id = parts.part_id JOIN skills_required_to_fix ON part_faults.part_fault_id = skills_required_to_fix.part_fault_id GROUP BY part_faults.part_id, parts.part_name ORDER BY COUNT(skills_required_to_fix.skill_id) DESC LIMIT 1;","[[1, 'top']]","[[1, 'top']]",TRUE
72,"SELECT count(*) ,  class_room FROM CLASS GROUP BY class_room HAVING count(*)  >=  2","SELECT CLASS_ROOM, COUNT(*) AS NUM_CLASSES FROM CLASS GROUP BY CLASS_ROOM HAVING COUNT(*) >= 2;","[[4, 'KLR200'], [2, 'BUS252'], [2, 'BUS311'], [3, 'KLR209']]","[['KLR200', 4], ['BUS252', 2], ['BUS311', 2], ['KLR209', 3]]",FALSE
73,"SELECT count(*) ,  T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code",SELECT COUNT(DISTINCT PROFESSOR.EMP_NUM)  FROM PROFESSOR  JOIN DEPARTMENT ON PROFESSOR.DEPT_CODE = DEPARTMENT.DEPT_CODE GROUP BY DEPARTMENT.SCHOOL_CODE;,"[[12, 'A&SCI'], [10, 'BUS']]","[[12], [10]]",FALSE
74,"SELECT T2.dept_name ,  avg(T1.stu_gpa) 
FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code 
GROUP BY T2.dept_name  
ORDER BY avg(T1.stu_gpa) 
DESC LIMIT 1","SELECT DEPARTMENT.DEPT_NAME, AVG(STUDENT.STU_GPA) AS AVG_GPA FROM DEPARTMENT JOIN STUDENT ON DEPARTMENT.DEPT_CODE = STUDENT.DEPT_CODE GROUP BY DEPARTMENT.DEPT_NAME ORDER BY AVG_GPA DESC LIMIT 1;","[['Computer Info. Systems', Decimal('3.1800000000000000')]]","[['Computer Info. Systems', Decimal('3.1800000000000000')]]",TRUE
75,"SELECT T3.dept_name 
FROM course AS T1 
JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code 
JOIN department AS T3 ON T1.dept_code  =  T3.dept_code 
GROUP BY T3.dept_name  
ORDER BY sum(T1.crs_credit) DESC LIMIT 1",SELECT DEPARTMENT.DEPT_NAME FROM DEPARTMENT JOIN COURSE ON DEPARTMENT.DEPT_CODE = COURSE.DEPT_CODE GROUP BY DEPARTMENT.DEPT_NAME ORDER BY SUM(COURSE.CRS_CREDIT) DESC LIMIT 1;,[['Computer Info. Systems']],[['Computer Info. Systems']],TRUE
76,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code WHERE T4.dept_name  =  'Accounting',SELECT COUNT(DISTINCT STU_NUM)  FROM ENROLL  WHERE CLASS_CODE IN (     SELECT CLASS_CODE      FROM CLASS      WHERE PROF_NUM IN (         SELECT EMP_NUM          FROM PROFESSOR          WHERE DEPT_CODE IN (             SELECT DEPT_CODE              FROM DEPARTMENT              WHERE DEPT_NAME = 'Accounting'         )     ) );,[[2]],[[2]],TRUE
77,"SELECT T4.dept_name 
FROM CLASS AS T1 
JOIN enroll AS T2 ON T1.class_code  =  T2.class_code 
JOIN course AS T3 ON T1.crs_code  =  T3.crs_code 
JOIN department AS T4 ON T3.dept_code  =  T4.dept_code 
GROUP BY T4.dept_name 
ORDER BY count(*) DESC LIMIT 1",SELECT DEPT_NAME FROM DEPARTMENT WHERE DEPT_CODE = (     SELECT DEPT_CODE     FROM STUDENT     GROUP BY DEPT_CODE     ORDER BY COUNT(*) DESC     LIMIT 1 );,[['Computer Info. Systems']],[['Accounting']],FALSE
78,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Accounting' INTERSECT SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Computer Info. Systems',"SELECT STU_FNAME  FROM STUDENT  JOIN ENROLL ON STUDENT.STU_NUM = ENROLL.STU_NUM  JOIN CLASS ON ENROLL.CLASS_CODE = CLASS.CLASS_CODE  JOIN COURSE ON CLASS.CRS_CODE = COURSE.CRS_CODE  JOIN DEPARTMENT ON COURSE.DEPT_CODE = DEPARTMENT.DEPT_CODE  WHERE DEPARTMENT.DEPT_NAME IN ('Accounting', 'Computer Info. Systems');","[['Anne'], ['William']]","[['William'], ['Anne'], ['William'], ['Anne'], ['William'], ['Anne']]",FALSE
