,true_SQL,qSQL,true_SQL_result,qSQL_result
55,"SELECT T1.name ,  T2.balance + T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  >  (SELECT avg(balance) FROM savings)","SELECT name, (checking_balance + savings_balance) AS total_balance FROM accounts WHERE savings_balance > (SELECT AVG(savings_balance) FROM accounts)",[['Wang' 1000001999.0]],[['Error']]
56,"SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC","SELECT name, checking_balance, savings_balance FROM accounts ORDER BY (checking_balance + savings_balance) DESC;","[[2000.0 999999999.0 'Wang']
 [3000.0 230000.0 ""O'mahony""]
 [10000.0 200000.0 'Brown']
 [10000.0 80000.0 'Granger']
 [7000.0 60.0 'Weeks']
 [77.0 240.0 'Porter']]",[['Error']]
57,SELECT T3.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T1.name  =  'CACHEbox' INTERSECT SELECT T3.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T1.name  =  'Fasterfox',"SELECT browser_name FROM browser_table WHERE browser_name IN ('CACHEbox', 'Fasterfox') GROUP BY browser_name HAVING COUNT(DISTINCT browser_name) = 2;","[['Firefox']
 ['Internet Explorer']]",[['Error']]
58,SELECT T2.school_name FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id JOIN endowment AS T3 ON T2.school_id  =  T3.school_id GROUP BY T2.school_name HAVING sum(T1.budgeted)  >  100 OR sum(T3.amount)  >  10,SELECT name FROM schools WHERE total_budget > 100 OR total_endowment > 10;,"[['Culver Community']
 ['Knox Community']
 ['Bremen']
 ['Glenn']
 ['Jimtown']]",[['Error']]
59,SELECT count(*) FROM (SELECT school_id FROM endowment WHERE amount  >  8.5 GROUP BY school_id HAVING count(*)  >  1) as T,SELECT COUNT(DISTINCT school_id) FROM donations WHERE donation_amount < 8.5 GROUP BY school_id HAVING COUNT(DISTINCT donator_id) > 1;,[[2]],[['Error']]
60,SELECT count(*) FROM building WHERE height_feet  >  (SELECT avg(height_feet) FROM building) OR floors  >  (SELECT avg(floors) FROM building),SELECT COUNT(*)  FROM buildings  WHERE height > (SELECT AVG(height) FROM buildings)     OR num_floors > (SELECT AVG(num_floors) FROM buildings);,[[4]],[['Error']]
61,SELECT T2.Name FROM phone_market AS T1 JOIN phone AS T2 ON T1.Phone_ID  =  T2.Phone_ID GROUP BY T2.Name HAVING sum(T1.Num_of_stock)  >=  2000 ORDER BY sum(T1.Num_of_stock) DESC,SELECT name FROM phones WHERE total_stocks > 2000 ORDER BY total_stocks DESC;,"[['IPhone 6s']
 ['IPhone 5s']
 ['IPhone X']]",[['Error']]
62,SELECT member_name FROM member EXCEPT SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id,SELECT member_name FROM members WHERE member_id NOT IN (SELECT member_id FROM events),"[['Hon Bruce Baird']
 ['Mark Baker']
 ['Hon Tony Abbott']
 ['Peter Andren']
 ['Hon Kim Beazley']
 ['Hon Kevin Andrews']
 ['Hon Arch Bevis']
 ['Hon Fran Bailey']]",[['Error']]
63,"SELECT Employees.employee_name, count(*)
FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id 
GROUP BY Employees.employee_name, Circulation_History.draft_number , Circulation_History.copy_number
ORDER BY count(*) 
DESC LIMIT 1;","SELECT employee.name, COUNT(circulation_history.document_type) AS total_documents FROM employee JOIN circulation_history ON employee.employee_id = circulation_history.employee_id WHERE circulation_history.document_type IN ('draft', 'copy') GROUP BY employee.name ORDER BY total_documents DESC LIMIT 1;",[['Kenyon' 1]],[['Error']]
64,"SELECT T3.service_id ,  T4.Service_Type_Code 
FROM participants AS T1 
JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID 
JOIN EVENTS AS T3 ON T2.Event_ID   =  T3.Event_ID 
JOIN services AS T4 ON T3.service_id  =  T4.service_id 
GROUP BY T3.service_id, T4.Service_Type_Code  
ORDER BY count(*) ASC LIMIT 1","SELECT service_id, type FROM table_name GROUP BY service_id, type ORDER BY COUNT(*) ASC LIMIT 1;",[[6 'Birth Proof    ']],[['Error']]
65,SELECT campus FROM campuses WHERE LOCATION  =  'Northridge' AND county  =  'Los Angeles' UNION SELECT campus FROM campuses WHERE LOCATION  =  'San Francisco' AND county  =  'San Francisco',SELECT name FROM campuses WHERE (city = 'Northridge' AND state = 'Los Angeles') OR (city = 'San Francisco' AND state = 'San Francisco');,"[['California State University-Northridge']
 ['San Francisco State University']]",[['Error']]
66,SELECT T1.campus FROM campuses AS T1 JOIN faculty AS T2 ON T1.id  =  T2.campus WHERE T2.year  =  2002 AND faculty  >  (SELECT max(faculty) FROM campuses AS T1 JOIN faculty AS T2 ON T1.id  =  T2.campus WHERE T2.year  =  2002 AND T1.county  =  'Orange'),SELECT campus_name FROM campuses WHERE campus_name NOT IN (     SELECT campus_name     FROM faculties     WHERE year = 2002     AND county = 'Orange'     GROUP BY campus_name     HAVING COUNT(*) >= (         SELECT COUNT(*)         FROM faculties         WHERE year = 2002         AND county = 'Orange'         GROUP BY campus_name         ORDER BY COUNT(*) DESC         LIMIT 1     ) ),[['Long Beach State University']],[['Error']]
67,SELECT T2.faculty FROM campuses AS T1 JOIN faculty AS T2 ON T1.id  =  t2.campus JOIN degrees AS T3 ON T1.id  =  t3.campus AND t2.year  =  t3.year WHERE t2.year  =  2002 ORDER BY t3.degrees DESC LIMIT 1,SELECT COUNT(*)  FROM faculty  WHERE university_id = (     SELECT university_id      FROM degrees      WHERE year = 2002      GROUP BY university_id      ORDER BY COUNT(*) DESC      LIMIT 1 ),[],[['Error']]
68,"SELECT t1.name ,  t1.sex ,  min(oppose_rate) FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex","SELECT sex, name FROM candidates WHERE oppose_percentage = (     SELECT MIN(oppose_percentage)     FROM candidates     GROUP BY sex )",[['Error']],[['Error']]
69,"SELECT T2.title ,  T2.director FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T1.stars  >  (SELECT avg(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T2.director  =  'James Cameron')","SELECT title, director FROM movies WHERE star > (     SELECT AVG(star)     FROM movies     WHERE director = 'James Cameron' )","[['Snow White' None]
 ['Avatar' 'James Cameron']]",[['Error']]
70,"SELECT mID ,  avg(stars) FROM Rating WHERE mID NOT IN (SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID  =  T2.rID WHERE T2.name  =  'Brittany Harris') GROUP BY mID","SELECT movie_id, AVG(rating_star) AS average_rating FROM reviews WHERE reviewer_name <> 'Brittany Harris' GROUP BY movie_id;","[[101 Decimal('3.0000000000000000')]
 [104 Decimal('2.5000000000000000')]
 [107 Decimal('4.0000000000000000')]
 [106 Decimal('4.5000000000000000')]]",[['Error']]
71,SELECT name FROM city WHERE county_ID  =  (SELECT county_ID FROM county_public_safety ORDER BY Police_officers DESC LIMIT 1),SELECT city.name FROM city JOIN county ON city.county_id = county.id JOIN police_officer ON county.id = police_officer.county_id GROUP BY city.name ORDER BY COUNT(police_officer.id) DESC LIMIT 1;,"[['Aguas Buenas']
 ['Aibonito']]",[['Error']]
72,"SELECT T1.cmi_cross_ref_id ,  T1.source_system_code FROM CMI_Cross_References AS T1 JOIN Council_Tax AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T1.cmi_cross_ref_id HAVING count(*)  >=  1","SELECT cross_reference_id, source_system_code FROM cmi_table WHERE cross_reference_id IN (     SELECT cross_reference_id     FROM council_tax_table )","[[101 'Tax            ']
 [103 'Tax            ']
 [104 'Tax            ']
 [105 'Tax            ']
 [106 'Tax            ']
 [102 'Tax            ']]",[['Error']]
73,"SELECT T2.cmi_cross_ref_id ,  T2.master_customer_id ,  count(*) FROM Business_Rates AS T1 JOIN CMI_Cross_References AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T2.cmi_cross_ref_id","SELECT cmi_cross_reference_id, master_customer_id, COUNT(*) AS rate_count FROM business_rates GROUP BY cmi_cross_reference_id, master_customer_id;","[[95  2  1]
 [99  9  1]
 [49  1  1]]",[['Error']]
74,"SELECT sum(number_deaths) ,  sum(damage_millions_USD) FROM storm WHERE max_speed  >  (SELECT avg(max_speed) FROM storm)","SELECT SUM(deaths), SUM(damage) FROM storms WHERE max_speed > (SELECT AVG(max_speed) FROM storms)",[[ 5.    40.529]],[['Error']]
75,SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING count(*)  >=  2 INTERSECT SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING sum(T2.number_city_affected)  >=  10,SELECT storm_name FROM storm_table WHERE (SELECT COUNT(DISTINCT region) FROM affected_regions_table WHERE affected_regions_table.storm_id = storm_table.storm_id) >= 2 AND (SELECT COUNT(DISTINCT city) FROM affected_cities_table WHERE affected_cities_table.storm_id = storm_table.storm_id) >= 10;,"[['Five']
 ['One']]",[['Error']]
76,SELECT name FROM storm EXCEPT SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING count(*)  >=  2,SELECT storm_name FROM storm_table WHERE storm_name NOT IN (     SELECT storm_name     FROM affected_regions_table     GROUP BY storm_name     HAVING COUNT(*) >= 2 );,"[['Two']
 ['Three']
 ['Eight']
 ['Nine']
 ['Six']
 ['Seven']
 ['Four']
 ['9 cyclones']]",[['Error']]
77,SELECT T3.Name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T2.Region_name  =  'Afghanistan' INTERSECT SELECT T3.Name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T2.Region_name  =  'Albania',SELECT name FROM storms WHERE region = 'Afghanistan' AND region = 'Albania';,[['One']],[['Error']]
78,SELECT Nationality FROM journalist WHERE Years_working  >  10 INTERSECT SELECT Nationality FROM journalist WHERE Years_working  <  3,SELECT nation FROM journalists WHERE years_of_working > 10 INTERSECT SELECT nation FROM journalists WHERE years_of_working < 3;,[['England']],[['Error']]
79,"SELECT T3.Name ,  COUNT(*) FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID GROUP BY T3.Name","SELECT journalists.name, COUNT(events.id) AS num_events FROM journalists JOIN events ON journalists.id = events.journalist_id GROUP BY journalists.name;","[['Tony Waddington' 1]
 ['John Meaney' 1]
 ['Jackie Waring' 2]
 ['Ray Ferris' 1]
 ['Herbert Swindells' 1]
 ['Tom Briggs' 1]]",[['Error']]
80,SELECT T3.Name FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID GROUP BY T3.Name HAVING COUNT(*)  >  1,SELECT journalist_name FROM events GROUP BY journalist_name HAVING COUNT(event_id) > 1;,[['Jackie Waring']],[['Error']]
81,SELECT TIME FROM Student JOIN Visits_Restaurant ON Student.StuID = Visits_Restaurant.StuID JOIN Restaurant ON Visits_Restaurant.ResID = Restaurant.ResID WHERE Student.Fname = 'Linda' AND Student.Lname = 'Smith' AND Restaurant.ResName = 'Subway';,SELECT visit_date FROM visits WHERE visitor_name = 'Linda Smith' AND location_name = 'Subway';,[['2017-10-09T18:15:00.000000000']],[['Error']]
82,"SELECT Restaurant.ResName ,  sum(Visits_Restaurant.Spent) FROM Visits_Restaurant JOIN Restaurant ON Visits_Restaurant.ResID = Restaurant.ResID GROUP BY Restaurant.ResID ORDER BY sum(Visits_Restaurant.Spent) ASC LIMIT 1;","SELECT restaurant, SUM(time_spent) AS total_time FROM students GROUP BY restaurant ORDER BY total_time ASC LIMIT 1;",[['Subway' 6.53]],[['Error']]
83,SELECT t3.title FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid JOIN inst AS t4 ON t2.instid  =  t4.instid WHERE t4.country  =  'USA' AND t2.authorder  =  2 AND t1.lname  =  'Turon',SELECT paper FROM table_name WHERE institution = 'USA' AND author2 = 'Turon',[['Functional Pearl: Modular Rollback through Control Logging']],[['Error']]
84,"SELECT t1.lname FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid GROUP BY t1.fname ,  t1.lname ORDER BY count(*) DESC LIMIT 1",SELECT last_name FROM authors WHERE author_id = (     SELECT author_id     FROM papers     GROUP BY author_id     ORDER BY COUNT(*) DESC     LIMIT 1 ),[['Hinze']],[['Error']]
85,SELECT t1.lname FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid WHERE t3.title LIKE '%Monadic%',SELECT last_name FROM authors WHERE author_id IN (     SELECT author_id     FROM papers     WHERE title LIKE '%Monadic%' ),"[['Gibbons']
 ['Hinze']]",[['Error']]
86,"SELECT T1.cust_name ,  T1.acc_type 
FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id 
GROUP BY T1.cust_name, T1.acc_type  
HAVING sum(T2.amount)  >  5000","SELECT c.name, c.account_balance FROM customers c JOIN loans l ON c.customer_id = l.customer_id GROUP BY c.name, c.account_balance HAVING SUM(l.amount) > 5000;",[['Mary' 'saving    ']],[['Error']]
87,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100 GROUP BY T2.bname ORDER BY sum(T1.amount) DESC LIMIT 1,SELECT branch_name FROM bank_branches WHERE branch_id IN (     SELECT branch_id     FROM loans     WHERE credit_score < 100     GROUP BY branch_id     ORDER BY SUM(amount) DESC     LIMIT 1 ),[['downtown']],[['Error']]
88,"SELECT T1.asset_id ,  T1.asset_details FROM Assets AS T1 JOIN Asset_Parts AS T2 ON T1.asset_id  =  T2.asset_id GROUP BY T1.asset_id HAVING count(*)  =  2 INTERSECT SELECT T1.asset_id ,  T1.asset_details FROM Assets AS T1 JOIN Fault_Log AS T2 ON T1.asset_id  =  T2.asset_id GROUP BY T1.asset_id HAVING count(*)  <  2","SELECT asset_id, detail FROM assets WHERE parts = 2 AND fault_logs < 2;","[[2 'dell laptop2']
 [15 'system3']]",[['Error']]
89,"SELECT T1.company_id ,  T1.company_name FROM Third_Party_Companies AS T1 JOIN Maintenance_Engineers AS T2 ON T1.company_id  =  T2.company_id GROUP BY T1.company_id HAVING count(*)  >=  2 UNION SELECT T3.company_id ,  T3.company_name FROM Third_Party_Companies AS T3 JOIN Maintenance_Contracts AS T4 ON T3.company_id  =  T4.maintenance_contract_company_id GROUP BY T3.company_id HAVING count(*)  >=  2","SELECT company_id, name FROM companies WHERE company_id IN (     SELECT company_id     FROM maintenance_engineers     GROUP BY company_id     HAVING COUNT(*) >= 2 ) OR company_id IN (     SELECT company_id     FROM maintenance_contracts     GROUP BY company_id     HAVING COUNT(*) >= 2 );","[[15 'Rau, Ullrich and King']
 [11 'Kuvalis, Boehm and Hettinger']
 [2 'McDermott Group']
 [13 ""Greenholt-D'Amore""]
 [6 'Grimes, Mosciski and Renner']
 [4 'Dooley-Langosh']
 [3 'Schuppe-Carroll']]",[['Error']]
90,"SELECT T1.part_id ,  T1.part_name FROM Parts AS T1 JOIN Part_Faults AS T2 ON T1.part_id  =  T2.part_id JOIN Skills_Required_To_Fix AS T3 ON T2.part_fault_id  =  T3.part_fault_id GROUP BY T1.part_id ORDER BY count(*) DESC LIMIT 1","SELECT part_id, name FROM parts WHERE part_id IN (     SELECT part_id     FROM part_faults     GROUP BY part_id     HAVING COUNT(skill_id) = (         SELECT MAX(skill_count)         FROM (             SELECT COUNT(skill_id) AS skill_count             FROM part_faults             GROUP BY part_id         ) AS counts     ) );",[[1 'top']],[['Error']]
91,"SELECT count(*) ,  class_room FROM CLASS GROUP BY class_room HAVING count(*)  >=  2",SELECT COUNT(*)  FROM (     SELECT class_room_id      FROM classes      GROUP BY class_room_id      HAVING COUNT(*) >= 2 ) AS subquery;,"[[4 'KLR200']
 [2 'BUS252']
 [2 'BUS311']
 [3 'KLR209']]",[['Error']]
92,"SELECT count(*) ,  T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code","SELECT COUNT(DISTINCT professor_id) AS num_professors, COUNT(DISTINCT school_id) AS num_schools FROM professors JOIN schools ON professors.school_id = schools.school_id;","[[12 'A&SCI']
 [10 'BUS']]",[['Error']]
93,"SELECT T2.dept_name ,  avg(T1.stu_gpa) 
FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code 
GROUP BY T2.dept_name  
ORDER BY avg(T1.stu_gpa) 
DESC LIMIT 1","SELECT department.name, AVG(student.gpa) AS average_gpa FROM department JOIN student ON department.id = student.department_id GROUP BY department.name HAVING AVG(student.gpa) = (     SELECT MAX(avg_gpa)     FROM (         SELECT AVG(gpa) AS avg_gpa         FROM student         GROUP BY department_id     ) AS subquery )",[['Computer Info. Systems' Decimal('3.1800000000000000')]],[['Error']]
94,"SELECT T3.dept_name 
FROM course AS T1 
JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code 
JOIN department AS T3 ON T1.dept_code  =  T3.dept_code 
GROUP BY T3.dept_name  
ORDER BY sum(T1.crs_credit) DESC LIMIT 1",SELECT department_name FROM departments WHERE department_id = (     SELECT department_id     FROM classes     GROUP BY department_id     ORDER BY SUM(credits) DESC     LIMIT 1 ),[['Computer Info. Systems']],[['Error']]
95,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code WHERE T4.dept_name  =  'Accounting',SELECT COUNT(*)  FROM students  WHERE class_id IN (SELECT class_id                     FROM classes                     WHERE professor_id IN (SELECT professor_id                                            FROM professors                                            WHERE department = 'accounting')),[[2]],[['Error']]
96,"SELECT T4.dept_name 
FROM CLASS AS T1 
JOIN enroll AS T2 ON T1.class_code  =  T2.class_code 
JOIN course AS T3 ON T1.crs_code  =  T3.crs_code 
JOIN department AS T4 ON T3.dept_code  =  T4.dept_code 
GROUP BY T4.dept_name 
ORDER BY count(*) DESC LIMIT 1",SELECT department_name FROM departments WHERE department_id = (     SELECT department_id     FROM enrollments     GROUP BY department_id     ORDER BY COUNT(student_id) DESC     LIMIT 1 ),[['Computer Info. Systems']],[['Error']]
97,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Accounting' INTERSECT SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Computer Info. Systems',"SELECT first_name FROM students WHERE student_id IN (     SELECT student_id     FROM enrollments     WHERE department_id IN (         SELECT department_id         FROM departments         WHERE department_name IN ('accounting', 'Computer Info. Systems')     ) ) LIMIT 1;","[['Anne']
 ['William']]",[['Error']]
98,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description ,  T5.dept_name FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num JOIN department AS T5 ON T4.dept_code  =  T5.dept_code","SELECT instructors.first_name, instructors.office, courses.description, departments.name FROM instructors JOIN courses ON instructors.instructor_id = courses.instructor_id JOIN departments ON courses.department_id = departments.department_id;","[['Arnelle' 'KLR 229D' 'Accounting I' 'Accounting']
 ['Arnelle' 'KLR 229D' 'Accounting I' 'Accounting']
 ['Robert' 'BBG 208' 'Accounting I' 'Sociology']
 ['Ismael' 'KLR 244' 'Accounting II' 'Accounting']
 ['Ismael' 'KLR 244' 'Accounting II' 'Accounting']
 ['Carlos' 'KLR 300' 'Intro. to Microcomputing' 'Computer Info. Systems']
 ['Gerald' 'KLR 211' 'Intro. to Microcomputing' 'Accounting']
 ['Carlos' 'KLR 300' 'Intro. to Microcomputing' 'Computer Info. Systems']
 ['Peter' 'KLR 203E' 'Database Design and Implementation'
  'Computer Info. Systems']
 ['Gerald' 'KLR 211' 'Intro. to Statistics' 'Accounting']
 ['Gerald' 'KLR 211' 'Intro. to Statistics' 'Accounting']
 ['Peter' 'KLR 203E' 'Statistical Applications' 'Computer Info. Systems']
 ['Peter' 'KLR 203E' 'Statistical Applications' 'Computer Info. Systems']]",[['Error']]
99,"SELECT T2.emp_fname ,  T1.class_room FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN professor AS T3 ON T2.emp_num  =  T3.emp_num JOIN department AS T4 ON T4.dept_code  =  T3.dept_code WHERE T4.dept_name  =  'Accounting'","SELECT professor.first_name, course.classroom FROM professor JOIN course ON professor.professor_id = course.professor_id WHERE professor.department = 'Accounting'","[['Arnelle' 'BUS311']
 ['Arnelle' 'BUS200']
 ['Ismael' 'BUS311']
 ['Ismael' 'BUS252']
 ['Gerald' 'KLR211']
 ['Gerald' 'KLR200']
 ['Gerald' 'KLR200']]",[['Error']]
100,"SELECT t1.manufacturer_id ,  t1.num_of_shops FROM manufacturer AS t1 JOIN furniture_manufacte AS t2 ON t1.manufacturer_id  =  t2.manufacturer_id ORDER BY t2.Price_in_Dollar DESC LIMIT 1","SELECT s.id, s.number_of_shops FROM company c JOIN furniture f ON c.id = f.company_id JOIN shop s ON c.id = s.company_id WHERE f.price = (SELECT MAX(price) FROM furniture)",[[7 4]],[['Error']]
101,SELECT t3.name FROM furniture AS t1 JOIN furniture_manufacte AS t2 ON t1.Furniture_ID  =  t2.Furniture_ID JOIN manufacturer AS t3 ON t2.manufacturer_id  =  t3.manufacturer_id WHERE t1.num_of_component  <  6 INTERSECT SELECT t3.name FROM furniture AS t1 JOIN furniture_manufacte AS t2 ON t1.Furniture_ID  =  t2.Furniture_ID JOIN manufacturer AS t3 ON t2.manufacturer_id  =  t3.manufacturer_id WHERE t1.num_of_component  >  10,SELECT company_name FROM companies WHERE EXISTS (     SELECT *     FROM furnitures     WHERE companies.company_id = furnitures.company_id     AND (furnitures.component_count < 6 OR furnitures.component_count > 10)     GROUP BY company_id     HAVING COUNT(DISTINCT component_count) = 2 ),[['Tomorrow']],[['Error']]
