,true_SQL,qSQL,true_SQL_result,qSQL_result,equality
52,SELECT name FROM city WHERE county_ID  =  (SELECT county_ID FROM county_public_safety ORDER BY Police_officers DESC LIMIT 1),"Assuming you have a table ""cities"" with a column ""name"" for city names, a table ""counties"" with a column ""name"" for county names, a table ""police_officers"" with a column ""number"" for the number of police officers, and a column ""county_id"" in both ""cities"" and ""police_officers"" tables to link the cities and police officers to their respective counties, the SQL query could look like this:  ```sql SELECT cities.name FROM cities WHERE cities.county_id = (     SELECT police_officers.county_id     FROM police_officers     GROUP BY police_officers.county_id     ORDER BY SUM(police_officers.number) DESC     LIMIT 1 ); ```  This query first finds the county with the largest number of police officers, then selects the names of the cities in that county.","[['Aguas Buenas'], ['Aibonito']]",[['Error']],FALSE
53,"SELECT T1.cmi_cross_ref_id ,  T1.source_system_code FROM CMI_Cross_References AS T1 JOIN Council_Tax AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T1.cmi_cross_ref_id HAVING count(*)  >=  1","SELECT cmi_cross_reference_id, source_system_code  FROM cmi_cross_reference  WHERE EXISTS (SELECT 1 FROM council_tax WHERE cmi_cross_reference.cmi_cross_reference_id = council_tax.cmi_cross_reference_id);","[[101, 'Tax            '], [103, 'Tax            '], [104, 'Tax            '], [105, 'Tax            '], [106, 'Tax            '], [102, 'Tax            ']]",[['Error']],FALSE
54,"SELECT T2.cmi_cross_ref_id ,  T2.master_customer_id ,  count(*) FROM Business_Rates AS T1 JOIN CMI_Cross_References AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T2.cmi_cross_ref_id","SELECT cmi_cross_reference_id, master_customer_id, COUNT(business_rate) AS number_of_business_rates FROM your_table_name GROUP BY cmi_cross_reference_id, master_customer_id;","[[95, 2, 1], [99, 9, 1], [49, 1, 1]]",[['Error']],FALSE
55,"SELECT sum(number_deaths) ,  sum(damage_millions_USD) FROM storm WHERE max_speed  >  (SELECT avg(max_speed) FROM storm)","SELECT SUM(deaths), SUM(damage)  FROM storms  WHERE max_speed > (SELECT AVG(max_speed) FROM storms);","[[5.0, 40.529]]",[['Error']],FALSE
56,SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING count(*)  >=  2 INTERSECT SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING sum(T2.number_city_affected)  >=  10,"SELECT storm_name  FROM storms  WHERE storm_id IN (     SELECT storm_id      FROM (         SELECT storm_id, COUNT(DISTINCT region_id) as region_count          FROM storm_regions          GROUP BY storm_id          HAVING COUNT(DISTINCT region_id) >= 2     ) AS regions      WHERE storm_id IN (         SELECT storm_id          FROM (             SELECT storm_id, COUNT(DISTINCT city_id) as city_count              FROM storm_cities              GROUP BY storm_id              HAVING COUNT(DISTINCT city_id) >= 10         ) AS cities     ) );","[['Five'], ['One']]",[['Error']],FALSE
57,SELECT name FROM storm EXCEPT SELECT T1.name FROM storm AS T1 JOIN affected_region AS T2 ON T1.storm_id  =  T2.storm_id GROUP BY T1.storm_id HAVING count(*)  >=  2,SELECT name FROM storms WHERE id NOT IN (     SELECT storm_id FROM storm_regions     GROUP BY storm_id     HAVING COUNT(region_id) >= 2 );,"[['Two'], ['Three'], ['Eight'], ['Nine'], ['Six'], ['Seven'], ['Four'], ['9 cyclones']]",[['Error']],FALSE
58,SELECT T3.Name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T2.Region_name  =  'Afghanistan' INTERSECT SELECT T3.Name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T2.Region_name  =  'Albania',SELECT name  FROM storms  WHERE affected_regions LIKE '%Afghanistan%'  AND affected_regions LIKE '%Albania%';,[['One']],[['Error']],FALSE
59,SELECT Nationality FROM journalist WHERE Years_working  >  10 INTERSECT SELECT Nationality FROM journalist WHERE Years_working  <  3,SELECT nation  FROM journalists  WHERE id IN (     SELECT journalist_id      FROM journalists      WHERE years_of_working > 10 )  AND id IN (     SELECT journalist_id      FROM journalists      WHERE years_of_working < 3 );,[['England']],[['Error']],FALSE
60,"SELECT T3.Name ,  COUNT(*) FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID GROUP BY T3.Name","SELECT journalists.name, COUNT(events.id) AS number_of_events_reported FROM journalists JOIN events ON journalists.id = events.journalist_id GROUP BY journalists.name;","[['Tony Waddington', 1], ['John Meaney', 1], ['Jackie Waring', 2], ['Ray Ferris', 1], ['Herbert Swindells', 1], ['Tom Briggs', 1]]",[['Error']],FALSE
61,SELECT T3.Name FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID GROUP BY T3.Name HAVING COUNT(*)  >  1,SELECT journalist_name  FROM journalists  WHERE (SELECT COUNT(*) FROM events WHERE events.journalist_id = journalists.journalist_id) > 1;,[['Jackie Waring']],[['Error']],FALSE
62,SELECT TIME FROM Student JOIN Visits_Restaurant ON Student.StuID = Visits_Restaurant.StuID JOIN Restaurant ON Visits_Restaurant.ResID = Restaurant.ResID WHERE Student.Fname = 'Linda' AND Student.Lname = 'Smith' AND Restaurant.ResName = 'Subway';,SELECT visit_date  FROM visits  WHERE visitor_name = 'Linda Smith' AND place_visited = 'Subway';,[[1507572900000000000]],[['Error']],FALSE
63,"SELECT Restaurant.ResName ,  sum(Visits_Restaurant.Spent) FROM Visits_Restaurant JOIN Restaurant ON Visits_Restaurant.ResID = Restaurant.ResID GROUP BY Restaurant.ResID ORDER BY sum(Visits_Restaurant.Spent) ASC LIMIT 1;","SELECT restaurant, SUM(time_spent) as total_time FROM students_visits GROUP BY restaurant ORDER BY total_time ASC LIMIT 1;","[['Subway', 6.53]]",[['Error']],FALSE
64,SELECT t3.title FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid JOIN inst AS t4 ON t2.instid  =  t4.instid WHERE t4.country  =  'USA' AND t2.authorder  =  2 AND t1.lname  =  'Turon',SELECT * FROM papers  WHERE institution = 'USA'  AND second_author = 'Turon';,[['Functional Pearl: Modular Rollback through Control Logging']],[['Error']],FALSE
65,"SELECT t1.lname FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid GROUP BY t1.fname ,  t1.lname ORDER BY count(*) DESC LIMIT 1",SELECT author_last_name  FROM authors  JOIN papers ON authors.author_id = papers.author_id  GROUP BY authors.author_id  ORDER BY COUNT(papers.paper_id) DESC  LIMIT 1;,[['Hinze']],[['Error']],FALSE
66,SELECT t1.lname FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN papers AS t3 ON t2.paperid  =  t3.paperid WHERE t3.title LIKE '%Monadic%',SELECT authors.last_name  FROM authors  JOIN papers ON authors.id = papers.author_id  WHERE papers.title LIKE '%Monadic%';,"[['Gibbons'], ['Hinze']]",[['Error']],FALSE
67,"SELECT T1.cust_name ,  T1.acc_type 
FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id 
GROUP BY T1.cust_name, T1.acc_type  
HAVING sum(T2.amount)  >  5000","SELECT customers.name, customers.account_balance FROM customers JOIN loans ON customers.id = loans.customer_id GROUP BY customers.id HAVING SUM(loans.amount) > 5000;","[['Mary', 'saving    ']]",[['Error']],FALSE
68,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100 GROUP BY T2.bname ORDER BY sum(T1.amount) DESC LIMIT 1,SELECT branch_name  FROM bank_branch  JOIN loans ON bank_branch.branch_id = loans.branch_id  JOIN customers ON loans.customer_id = customers.customer_id  WHERE customers.credit_score < 100  GROUP BY branch_name  ORDER BY SUM(loans.amount) DESC  LIMIT 1;,[['downtown']],[['Error']],FALSE
69,"SELECT T1.asset_id ,  T1.asset_details FROM Assets AS T1 JOIN Asset_Parts AS T2 ON T1.asset_id  =  T2.asset_id GROUP BY T1.asset_id HAVING count(*)  =  2 INTERSECT SELECT T1.asset_id ,  T1.asset_details FROM Assets AS T1 JOIN Fault_Log AS T2 ON T1.asset_id  =  T2.asset_id GROUP BY T1.asset_id HAVING count(*)  <  2","SELECT asset_id, detail  FROM assets  WHERE number_of_parts = 2 AND (SELECT COUNT(*) FROM fault_logs WHERE fault_logs.asset_id = assets.asset_id) < 2;","[[2, 'dell laptop2'], [15, 'system3']]",[['Error']],FALSE
70,"SELECT T1.company_id ,  T1.company_name FROM Third_Party_Companies AS T1 JOIN Maintenance_Engineers AS T2 ON T1.company_id  =  T2.company_id GROUP BY T1.company_id HAVING count(*)  >=  2 UNION SELECT T3.company_id ,  T3.company_name FROM Third_Party_Companies AS T3 JOIN Maintenance_Contracts AS T4 ON T3.company_id  =  T4.maintenance_contract_company_id GROUP BY T3.company_id HAVING count(*)  >=  2","SELECT company_id, company_name  FROM third_party_companies  WHERE (SELECT COUNT(*) FROM maintenance_engineers WHERE third_party_companies.company_id = maintenance_engineers.company_id) >= 2  OR (SELECT COUNT(*) FROM maintenance_contracts WHERE third_party_companies.company_id = maintenance_contracts.company_id) >= 2;","[[15, 'Rau, Ullrich and King'], [11, 'Kuvalis, Boehm and Hettinger'], [2, 'McDermott Group'], [13, ""Greenholt-D'Amore""], [6, 'Grimes, Mosciski and Renner'], [4, 'Dooley-Langosh'], [3, 'Schuppe-Carroll']]",[['Error']],FALSE
71,"SELECT T1.part_id ,  T1.part_name FROM Parts AS T1 JOIN Part_Faults AS T2 ON T1.part_id  =  T2.part_id JOIN Skills_Required_To_Fix AS T3 ON T2.part_fault_id  =  T3.part_fault_id GROUP BY T1.part_id ORDER BY count(*) DESC LIMIT 1","SELECT part_id, part_name  FROM parts  ORDER BY required_skills DESC  LIMIT 1;","[[1, 'top']]",[['Error']],FALSE
72,"SELECT count(*) ,  class_room FROM CLASS GROUP BY class_room HAVING count(*)  >=  2","SELECT classroom, COUNT(*) as num_classes FROM classes GROUP BY classroom HAVING COUNT(*) >= 2;","[[4, 'KLR200'], [2, 'BUS252'], [2, 'BUS311'], [3, 'KLR209']]",[['Error']],FALSE
73,"SELECT count(*) ,  T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code",SELECT COUNT(DISTINCT professor_name) FROM professors;,"[[12, 'A&SCI'], [10, 'BUS']]",[['Error']],FALSE
74,"SELECT T2.dept_name ,  avg(T1.stu_gpa) 
FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code 
GROUP BY T2.dept_name  
ORDER BY avg(T1.stu_gpa) 
DESC LIMIT 1","SELECT department.name, AVG(student.gpa) AS average_gpa FROM department JOIN student ON department.id = student.department_id GROUP BY department.name ORDER BY average_gpa DESC LIMIT 1;","[['Computer Info. Systems', Decimal('3.1800000000000000')]]",[['Error']],FALSE
75,"SELECT T3.dept_name 
FROM course AS T1 
JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code 
JOIN department AS T3 ON T1.dept_code  =  T3.dept_code 
GROUP BY T3.dept_name  
ORDER BY sum(T1.crs_credit) DESC LIMIT 1",SELECT department.name  FROM department  JOIN classes ON department.id = classes.department_id  GROUP BY department.name  ORDER BY SUM(classes.credits) DESC  LIMIT 1;,[['Computer Info. Systems']],[['Error']],FALSE
76,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code WHERE T4.dept_name  =  'Accounting',SELECT COUNT(*)  FROM students  WHERE class_id IN (     SELECT class_id      FROM classes      WHERE professor_id IN (         SELECT professor_id          FROM professors          WHERE department = 'accounting'     ) );,[[2]],[['Error']],FALSE
77,"SELECT T4.dept_name 
FROM CLASS AS T1 
JOIN enroll AS T2 ON T1.class_code  =  T2.class_code 
JOIN course AS T3 ON T1.crs_code  =  T3.crs_code 
JOIN department AS T4 ON T3.dept_code  =  T4.dept_code 
GROUP BY T4.dept_name 
ORDER BY count(*) DESC LIMIT 1","SELECT department_name  FROM departments  WHERE department_id = (     SELECT department_id      FROM (         SELECT department_id, COUNT(*) as student_count          FROM students          GROUP BY department_id          ORDER BY student_count DESC          LIMIT 1     ) AS subquery );",[['Computer Info. Systems']],[['Error']],FALSE
78,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Accounting' INTERSECT SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Computer Info. Systems',"SELECT first_name  FROM students  WHERE student_id IN (     SELECT student_id      FROM enrollments      WHERE class_id IN (         SELECT class_id          FROM classes          WHERE department IN ('Accounting', 'Computer Info. Systems')     ) );","[['Anne'], ['William']]",[['Error']],FALSE
79,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description ,  T5.dept_name FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num JOIN department AS T5 ON T4.dept_code  =  T5.dept_code","SELECT instructors.first_name, instructors.office, courses.description, departments.name FROM instructors JOIN courses_instructors ON instructors.id = courses_instructors.instructor_id JOIN courses ON courses_instructors.course_id = courses.id JOIN departments ON courses.department_id = departments.id;","[['Arnelle', 'KLR 229D', 'Accounting I', 'Accounting'], ['Arnelle', 'KLR 229D', 'Accounting I', 'Accounting'], ['Robert', 'BBG 208', 'Accounting I', 'Sociology'], ['Ismael', 'KLR 244', 'Accounting II', 'Accounting'], ['Ismael', 'KLR 244', 'Accounting II', 'Accounting'], ['Carlos', 'KLR 300', 'Intro. to Microcomputing', 'Computer Info. Systems'], ['Gerald', 'KLR 211', 'Intro. to Microcomputing', 'Accounting'], ['Carlos', 'KLR 300', 'Intro. to Microcomputing', 'Computer Info. Systems'], ['Peter', 'KLR 203E', 'Database Design and Implementation', 'Computer Info. Systems'], ['Gerald', 'KLR 211', 'Intro. to Statistics', 'Accounting'], ['Gerald', 'KLR 211', 'Intro. to Statistics', 'Accounting'], ['Peter', 'KLR 203E', 'Statistical Applications', 'Computer Info. Systems'], ['Peter', 'KLR 203E', 'Statistical Applications', 'Computer Info. Systems']]",[['Error']],FALSE
80,"SELECT T2.emp_fname ,  T1.class_room FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN professor AS T3 ON T2.emp_num  =  T3.emp_num JOIN department AS T4 ON T4.dept_code  =  T3.dept_code WHERE T4.dept_name  =  'Accounting'","SELECT professors.first_name, courses.classroom FROM professors JOIN courses ON professors.id = courses.professor_id WHERE professors.department = 'Accounting';","[['Arnelle', 'BUS311'], ['Arnelle', 'BUS200'], ['Ismael', 'BUS311'], ['Ismael', 'BUS252'], ['Gerald', 'KLR211'], ['Gerald', 'KLR200'], ['Gerald', 'KLR200']]",[['Error']],FALSE
81,"SELECT t1.manufacturer_id ,  t1.num_of_shops FROM manufacturer AS t1 JOIN furniture_manufacte AS t2 ON t1.manufacturer_id  =  t2.manufacturer_id ORDER BY t2.Price_in_Dollar DESC LIMIT 1","SELECT company_id, COUNT(shop_id) as number_of_shops FROM companies JOIN shops ON companies.id = shops.company_id JOIN furniture ON shops.id = furniture.shop_id WHERE furniture.price = (SELECT MAX(price) FROM furniture) GROUP BY company_id;","[[7, 4]]",[['Error']],FALSE
82,SELECT t3.name FROM furniture AS t1 JOIN furniture_manufacte AS t2 ON t1.Furniture_ID  =  t2.Furniture_ID JOIN manufacturer AS t3 ON t2.manufacturer_id  =  t3.manufacturer_id WHERE t1.num_of_component  <  6 INTERSECT SELECT t3.name FROM furniture AS t1 JOIN furniture_manufacte AS t2 ON t1.Furniture_ID  =  t2.Furniture_ID JOIN manufacturer AS t3 ON t2.manufacturer_id  =  t3.manufacturer_id WHERE t1.num_of_component  >  10,SELECT company_name  FROM companies  WHERE company_id IN (     SELECT company_id      FROM furnitures      WHERE number_of_components < 6 )  AND company_id IN (     SELECT company_id      FROM furnitures      WHERE number_of_components > 10 );,[['Tomorrow']],[['Error']],FALSE
83,"SELECT first_name ,  last_name ,  hire_date ,  salary ,  department_id FROM employees WHERE first_name NOT LIKE '%M%' ORDER BY department_id","SELECT first_name, last_name, hire_date, salary, department_number FROM employees WHERE first_name NOT LIKE '%M%' ORDER BY department_number ASC;","[['Jennifer', 'Whalen', datetime.date(1987, 9, 25), Decimal('4400.00'), Decimal('10')], ['Pat', 'Fay', datetime.date(1987, 9, 27), Decimal('6000.00'), Decimal('20')], ['Sigal', 'Tobias', datetime.date(1987, 7, 4), Decimal('2800.00'), Decimal('30')], ['Guy', 'Himuro', datetime.date(1987, 7, 5), Decimal('2600.00'), Decimal('30')], ['Alexander', 'Khoo', datetime.date(1987, 7, 2), Decimal('3100.00'), Decimal('30')], ['Den', 'Raphaely', datetime.date(1987, 7, 1), Decimal('11000.00'), Decimal('30')], ['Shelli', 'Baida', datetime.date(1987, 7, 3), Decimal('2900.00'), Decimal('30')], ['Karen', 'Colmenares', datetime.date(1987, 7, 6), Decimal('2500.00'), Decimal('30')], ['Susan', 'Mavris', datetime.date(1987, 9, 28), Decimal('6500.00'), Decimal('40')], ['Steven', 'Markle', datetime.date(1987, 7, 15), Decimal('2200.00'), Decimal('50')], ['Laura', 'Bissot', datetime.date(1987, 7, 16), Decimal('3300.00'), Decimal('50')], ['James', 'Marlow', datetime.date(1987, 7, 18), Decimal('2500.00'), Decimal('50')], ['TJ', 'Olson', datetime.date(1987, 7, 19), Decimal('2100.00'), Decimal('50')], ['Jason', 'Mallin', datetime.date(1987, 7, 20), Decimal('3300.00'), Decimal('50')], ['Ki', 'Gee', datetime.date(1987, 7, 22), Decimal('2400.00'), Decimal('50')], ['Kimberely', 'Grant', datetime.date(1987, 9, 3), Decimal('7000.00'), Decimal('50')], ['Hazel', 'Philtanker', datetime.date(1987, 7, 23), Decimal('2200.00'), Decimal('50')], ['Winston', 'Taylor', datetime.date(1987, 9, 5), Decimal('3200.00'), Decimal('50')], ['Jean', 'Fleaur', datetime.date(1987, 9, 6), Decimal('3100.00'), Decimal('50')], ['Girard', 'Geoni', datetime.date(1987, 9, 8), Decimal('2800.00'), Decimal('50')], ['Nandita', 'Sarchand', datetime.date(1987, 9, 9), Decimal('4200.00'), Decimal('50')], ['Alexis', 'Bull', datetime.date(1987, 9, 10), Decimal('4100.00'), Decimal('50')], ['Julia', 'Dellinger', datetime.date(1987, 9, 11), Decimal('3400.00'), Decimal('50')], ['Anthony', 'Cabrio', datetime.date(1987, 9, 12), Decimal('3000.00'), Decimal('50')], ['Kelly', 'Chung', datetime.date(1987, 9, 13), Decimal('3800.00'), Decimal('50')], ['Jennifer', 'Dilly', datetime.date(1987, 9, 14), Decimal('3600.00'), Decimal('50')], ['Timothy', 'Gates', datetime.date(1987, 9, 15), Decimal('2900.00'), Decimal('50')], ['Randall', 'Perkins', datetime.date(1987, 9, 16), Decimal('2500.00'), Decimal('50')], ['Sarah', 'Bell', datetime.date(1987, 9, 17), Decimal('4000.00'), Decimal('50')], ['Britney', 'Everett', datetime.date(1987, 9, 18), Decimal('3900.00'), Decimal('50')], ['Samuel', 'McCain', datetime.date(1987, 9, 19), Decimal('3200.00'), Decimal('50')], ['Vance', 'Jones', datetime.date(1987, 9, 20), Decimal('2800.00'), Decimal('50')], ['Renske', 'Ladwig', datetime.date(1987, 7, 24), Decimal('3600.00'), Decimal('50')], ['Stephen', 'Stiles', datetime.date(1987, 7, 25), Decimal('3200.00'), Decimal('50')], ['Joshua', 'Patel', datetime.date(1987, 7, 27), Decimal('2500.00'), Decimal('50')], ['Trenna', 'Rajs', datetime.date(1987, 7, 28), Decimal('3500.00'), Decimal('50')], ['Curtis', 'Davies', datetime.date(1987, 7, 29), Decimal('3100.00'), Decimal('50')], ['Randall', 'Matos', datetime.date(1987, 7, 30), Decimal('2600.00'), Decimal('50')], ['Peter', 'Vargas', datetime.date(1987, 7, 31), Decimal('2500.00'), Decimal('50')], ['John', 'Seo', datetime.date(1987, 7, 26), Decimal('2700.00'), Decimal('50')], ['Adam', 'Fripp', datetime.date(1987, 7, 8), Decimal('8200.00'), Decimal('50')], ['Payam', 'Kaufling', datetime.date(1987, 7, 9), Decimal('7900.00'), Decimal('50')], ['Shanta', 'Vollman', datetime.date(1987, 7, 10), Decimal('6500.00'), Decimal('50')], ['Alana', 'Walsh', datetime.date(1987, 9, 21), Decimal('3100.00'), Decimal('50')], ['Kevin', 'Mourgos', datetime.date(1987, 7, 11), Decimal('5800.00'), Decimal('50')], ['Julia', 'Nayer', datetime.date(1987, 7, 12), Decimal('3200.00'), Decimal('50')], ['Irene', 'Mikkilineni', datetime.date(1987, 7, 13), Decimal('2700.00'), Decimal('50')], ['James', 'Landry', datetime.date(1987, 7, 14), Decimal('2400.00'), Decimal('50')], ['Douglas', 'Grant', datetime.date(1987, 9, 24), Decimal('2600.00'), Decimal('50')], ['Donald', 'OConnell', datetime.date(1987, 9, 23), Decimal('2600.00'), Decimal('50')], ['Kevin', 'Feeney', datetime.date(1987, 9, 22), Decimal('3000.00'), Decimal('50')], ['Alexander', 'Hunold', datetime.date(1987, 6, 20), Decimal('9000.00'), Decimal('60')], ['David', 'Austin', datetime.date(1987, 6, 22), Decimal('4800.00'), Decimal('60')], ['Diana', 'Lorentz', datetime.date(1987, 6, 24), Decimal('4200.00'), Decimal('60')], ['Valli', 'Pataballa', datetime.date(1987, 6, 23), Decimal('4800.00'), Decimal('60')], ['Bruce', 'Ernst', datetime.date(1987, 6, 21), Decimal('6000.00'), Decimal('60')], ['Hermann', 'Baer', datetime.date(1987, 9, 29), Decimal('10000.00'), Decimal('70')], ['Amit', 'Banda', datetime.date(1987, 8, 23), Decimal('6200.00'), Decimal('80')], ['John', 'Russell', datetime.date(1987, 8, 1), Decimal('14000.00'), Decimal('80')], ['Karen', 'Partners', datetime.date(1987, 8, 2), Decimal('13500.00'), Decimal('80')], ['Alberto', 'Errazuriz', datetime.date(1987, 8, 3), Decimal('12000.00'), Decimal('80')], ['Gerald', 'Cambrault', datetime.date(1987, 8, 4), Decimal('11000.00'), Decimal('80')], ['Eleni', 'Zlotkey', datetime.date(1987, 8, 5), Decimal('10500.00'), Decimal('80')], ['Peter', 'Tucker', datetime.date(1987, 8, 6), Decimal('10000.00'), Decimal('80')], ['David', 'Bernstein', datetime.date(1987, 8, 7), Decimal('9500.00'), Decimal('80')], ['Peter', 'Hall', datetime.date(1987, 8, 8), Decimal('9000.00'), Decimal('80')], ['Christopher', 'Olsen', datetime.date(1987, 8, 9), Decimal('8000.00'), Decimal('80')], ['Nanette', 'Cambrault', datetime.date(1987, 8, 10), Decimal('7500.00'), Decimal('80')], ['Oliver', 'Tuvault', datetime.date(1987, 8, 11), Decimal('7000.00'), Decimal('80')], ['Janette', 'King', datetime.date(1987, 8, 12), Decimal('10000.00'), Decimal('80')], ['Patrick', 'Sully', datetime.date(1987, 8, 13), Decimal('9500.00'), Decimal('80')], ['Allan', 'McEwen', datetime.date(1987, 8, 14), Decimal('9000.00'), Decimal('80')], ['Lindsey', 'Smith', datetime.date(1987, 8, 15), Decimal('8000.00'), Decimal('80')], ['Louise', 'Doran', datetime.date(1987, 8, 16), Decimal('7500.00'), Decimal('80')], ['Sarath', 'Sewall', datetime.date(1987, 8, 17), Decimal('7000.00'), Decimal('80')], ['Clara', 'Vishney', datetime.date(1987, 8, 18), Decimal('10500.00'), Decimal('80')], ['Danielle', 'Greene', datetime.date(1987, 8, 19), Decimal('9500.00'), Decimal('80')], ['David', 'Lee', datetime.date(1987, 8, 21), Decimal('6800.00'), Decimal('80')], ['Sundar', 'Ande', datetime.date(1987, 8, 22), Decimal('6400.00'), Decimal('80')], ['Lisa', 'Ozer', datetime.date(1987, 8, 24), Decimal('11500.00'), Decimal('80')], ['Harrison', 'Bloom', datetime.date(1987, 8, 25), Decimal('10000.00'), Decimal('80')], ['Tayler', 'Fox', datetime.date(1987, 8, 26), Decimal('9600.00'), Decimal('80')], ['William', 'Smith', datetime.date(1987, 8, 27), Decimal('7400.00'), Decimal('80')], ['Elizabeth', 'Bates', datetime.date(1987, 8, 28), Decimal('7300.00'), Decimal('80')], ['Sundita', 'Kumar', datetime.date(1987, 8, 29), Decimal('6100.00'), Decimal('80')], ['Ellen', 'Abel', datetime.date(1987, 8, 30), Decimal('11000.00'), Decimal('80')], ['Alyssa', 'Hutton', datetime.date(1987, 8, 31), Decimal('8800.00'), Decimal('80')], ['Jonathon', 'Taylor', datetime.date(1987, 9, 1), Decimal('8600.00'), Decimal('80')], ['Jack', 'Livingston', datetime.date(1987, 9, 2), Decimal('8400.00'), Decimal('80')], ['Charles', 'Johnson', datetime.date(1987, 9, 4), Decimal('6200.00'), Decimal('80')], ['Steven', 'King', datetime.date(1987, 6, 17), Decimal('24000.00'), Decimal('90')], ['Lex', 'De Haan', datetime.date(1987, 6, 19), Decimal('17000.00'), Decimal('90')], ['Neena', 'Kochhar', datetime.date(1987, 6, 18), Decimal('17000.00'), Decimal('90')], ['John', 'Chen', datetime.date(1987, 6, 27), Decimal('8200.00'), Decimal('100')], ['Daniel', 'Faviet', datetime.date(1987, 6, 26), Decimal('9000.00'), Decimal('100')], ['Nancy', 'Greenberg', datetime.date(1987, 6, 25), Decimal('12000.00'), Decimal('100')], ['Luis', 'Popp', datetime.date(1987, 6, 30), Decimal('6900.00'), Decimal('100')], ['Ismael', 'Sciarra', datetime.date(1987, 6, 28), Decimal('7700.00'), Decimal('100')], ['Shelley', 'Higgins', datetime.date(1987, 9, 30), Decimal('12000.00'), Decimal('110')], ['William', 'Gietz', datetime.date(1987, 10, 1), Decimal('8300.00'), Decimal('110')]]",[['Error']],FALSE
84,"SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4",SELECT department_id  FROM departments  WHERE manager_id IN (     SELECT manager_id      FROM employees      GROUP BY manager_id      HAVING COUNT(employee_id) >= 4 );,"[[Decimal('100')], [Decimal('60')], [Decimal('30')], [Decimal('50')], [Decimal('80')]]","[[Decimal('30')], [Decimal('50')], [Decimal('60')], [Decimal('80')], [Decimal('90')], [Decimal('100')]]",FALSE
